Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,Garage,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Refundable security deposit,Building type,Heating,Designe,Condition,Ownership,EPC,Reconstruction,Sklep 1 m²,Lodžie 6 m²,Balcony,Terrace,Lodžie 5 m²,Parking,Age,New-build,Lodžie 4 m²,Sklep 2 m²,Sklep 3 m²,Lodžie 7 m²,Domácí mazlíčci vítáni,Terasa 40 m²,Sklep 5 m²,Balkón 10 m²,Terasa 2 m²,Cellar,Balkón 6 m²,Balkón 2 m²,Sklep 8 m²,Balkón 4 m²,Balkón 15 m²,Balkón 7 m²,Sklep 6 m²,Terasa 35 m²,Sklep 2.4 m²,Sklep 4 m²,Balkón 3 m²,Terasa 6 m²,Enclosed balcony,Balkón 8 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 54 m²,Terasa 42 m²,Lodžie 3 m²,Balkón 5 m²,Terasa 50 m²,Sklep 10 m²,Lodžie 12 m²,Lodžie 8 m²,Balkón 9 m²,Balkón 29 m²,Terasa 30 m²,Terasa 49 m²,Terasa 12 m²,Sklep 44 m²,Balkón 6.4 m²,Sklep 1.3 m²,Administrative fee,Terasa 4 m²,Terasa 21 m²,Lodžie 10 m²,Terasa 10 m²,Sklep 9 m²,Terasa 200 m²,Terasa 7 m²,Terasa 15 m²,Terasa 5 m²,Terasa 25 m²,Terasa 20 m²,Sklep 1.2 m²,Balkón 2.1 m²,Balkón 33 m²,Terasa 12.7 m²,Terasa 18 m²,Terasa 70 m²,Terasa 100 m²,Balkón 12 m²,Balkón 1 m²,Terasa 3 m²,Balkón 3.2 m²,Terasa 11 m²,Lodžie 8.7 m²,Sklep 2.7 m²,Terasa 9 m²,Balkón 60 m²,Terasa 60 m²,Balkón 40 m²,Balkón 18 m²,Terasa 13 m²,Balkón 16 m²,Sklep 12 m²,Terasa 14 m²,Terasa 350 m²,Sklep 7 m²,Terasa 27 m²,Terasa 300 m²,Terasa 78 m²,Balkón 2.6 m²,Sklep 58 m²,Terasa 8 m²,Lodžie 6.1 m²,Sklep 17 m²,Sklep 8.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Lodžie 3.2 m²,Lodžie 5.1 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 17 m²,Balkón 14 m²,Sklep 15 m²,Terasa 37 m²,Balkón 8.73 m²,Terasa 2.67 m²,Lodžie 15 m²,Balkón 11 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Terasa 29 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Sklep 20 m²,Terasa 14.1 m²
"CZK 13,990","CZK 5,306",749077,3+1,11/7/2022,71 m²,,1,,,147.68,1130.21,207.48,950.91,592.24,852.41,487.07,64.17,842.73,74.21,"Štěchovická, Prague - Strašnice",50.07235,14.50259916666,"CZK 19,296",Prefab concrete,,,Good,Personal,G,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 19,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 35,000","CZK 4,000",749073,3+kk,12/1/2022,110 m²,Fully furnished,1,1.0,1.0,373.24,558.63,249.13,538.0,542.7,562.68,936.71,826.05,725.49,256.37,"Pod Průsekem, Prague - Hostivař",50.05654,14.51776,"CZK 35,000",Other,,,Very good,,B,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",743189,Studio,9/30/2022,27 m²,Fully furnished,3,1.0,,640.2,2301.2,658.92,2161.71,735.95,2237.09,1279.01,3846.78,3469.94,28.65,Prague - Újezd u Průhonic,50.00866,14.54417,"CZK 35,000",Brick,,,New-build,Personal,B,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 2,500",534844,Studio,,30 m²,Fully furnished,5,1.0,,46.29,314.57,75.3,171.48,66.6,188.8,238.75,267.02,274.67,355.39,"Staroměstské náměstí, Prague - Staré Město",50.0883809,14.4215475,"CZK 21,500",Brick,,,,Personal,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 3,800",651033,2+kk,11/5/2022,51 m²,Fully furnished,6,1.0,,6.5,759.96,155.03,455.38,24.7,421.17,690.43,860.42,243.27,402.89,"Jankovcova, Prague - Holešovice",50.104821,14.455516,"CZK 16,000",Brick,,,Very good,Personal,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,300",265273,2+kk,,39 m²,Partly,1,1.0,,80.42,1146.57,158.93,1139.23,213.18,321.23,440.95,585.81,675.34,299.54,Prague - Kamýk,50.0163106,14.4378259,"CZK 15,000",Prefab concrete,,,,Personal,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",749068,1 bedroom,12/31/2022,30 m²,Fully furnished,3,1.0,,169.94,657.22,187.03,47.07,30.44,118.16,20.05,94.58,357.1,201.44,"Ječná, Prague - Nové Město",50.0756771,14.4268037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 6,500",749067,1 bedroom,11/8/2022,20 m²,Fully furnished,,1.0,,169.94,657.22,187.03,47.07,30.44,118.16,20.05,94.58,357.1,201.44,"Ječná, Prague - Nové Město",50.0756771,14.4268037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 41,756","CZK 13,919",747328,4+1,11/8/2022,102 m²,Fully furnished,2,,,183.27,1023.84,165.5,746.11,195.16,730.27,819.74,259.7,600.66,303.35,"Xaveriova, Prague - Smíchov",50.0626569,14.3913498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 3,000",749065,3+kk,11/4/2022,75 m²,Partly,1,,,299.19,774.29,483.7,1105.99,345.34,698.87,469.04,315.17,273.55,389.99,"U Klavírky, Prague - Smíchov",50.0645,14.39448,"CZK 40,000",Brick,,,Very good,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 32,925","CZK 10,975",745540,2 bedroom,11/8/2022,50 m²,Fully furnished,-1,,,210.86,390.29,319.5,985.86,301.65,338.01,858.33,290.45,385.77,539.9,"Strakonická, Prague - Smíchov",50.0643299,14.4102127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 6,500",CZK 0,749057,3+kk,11/4/2022,14 m²,Fully furnished,4,1.0,,249.62,502.25,349.03,270.05,310.96,142.67,775.05,861.03,259.43,337.75,"Podnádražní, Prague - Vysočany",50.11154,14.49657,CZK 0,Brick,,,Good,,B,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 1,000",744094,3+kk,10/5/2022,76 m²,Partly,4,,,78.43,192.12,24.37,509.03,158.11,260.35,168.67,365.14,523.49,129.82,"U Nikolajky, Prague - Smíchov",50.06728,14.3997,"CZK 38,000",Brick,,,Good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 6,000",749054,Studio,11/4/2022,32 m²,Fully furnished,3,1.0,,152.93,806.07,163.65,319.49,65.27,93.5,536.3,915.84,488.21,814.71,"Šimáčkova, Prague - Holešovice",50.10308,14.43375,"CZK 20,000",Brick,,,Very good,,C,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,900","CZK 1,775",696831,Studio,1/1/2023,29 m²,Partly,5,1.0,,285.13,1096.94,225.95,1000.26,227.52,852.82,526.81,567.49,820.99,147.92,"Nekvasilova, Prague - Karlín",50.09654,14.46733,"CZK 30,000",Prefab concrete,,,Very good,Personal,C,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500",290875,2+kk,12/1/2022,53 m²,Fully furnished,4,,,117.04,1231.73,131.94,1203.73,193.25,521.92,383.57,418.41,484.02,324.14,"Na Dědince, Prague - Libeň",50.1151763,14.472269,"CZK 19,000",Brick,Gas boiler,,,Personal,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,500",451453,4+kk,11/30/2022,35 m²,Fully furnished,1,1.0,,162.87,669.15,307.6,738.52,0.72,352.26,230.38,221.64,673.67,213.34,"Pernerova, Prague - Karlín",50.0893256,14.4450233,"CZK 16,500",Brick,,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 4,000",749045,2+kk,11/4/2022,38 m²,Unfurnished,3,1.0,,146.21,283.42,103.15,232.94,91.2,185.78,591.59,443.22,798.5,254.31,Prague - Uhříněves,50.03189,14.59697,"CZK 15,000",Prefab concrete,,,Good,,E,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000",441609,2+kk,11/13/2022,59 m²,Fully furnished,1,,1.0,660.68,1180.68,687.07,2058.34,331.0,919.86,585.75,649.76,291.66,237.01,"K Lesu, Prague - Kamýk",50.0111574,14.4466959,"CZK 20,000",Other,Central,Luxurious,New-build,Personal,,,,,,,,1.0,Up to 10 years,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900",CZK 133,748758,Studio,12/13/2022,27 m²,Fully furnished,11,1.0,1.0,,,,,,,,,,,"Mukařovského, Prague - Stodůlky",50.04595,14.32223,"CZK 35,800",Other,,,Very good,,A,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 1,400",650760,2+kk,12/1/2022,52 m²,Fully furnished,5,1.0,1.0,381.49,1858.13,79.43,1532.67,1179.15,667.31,979.09,1267.43,970.94,102.77,"Pod Harfou, Prague - Vysočany",50.104362,14.51014,"CZK 30,000",Brick,,,Very good,Personal,G,,,,,,,1.0,Up to 10 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 3,500",748894,1 bedroom,11/8/2022,55 m²,Partly,3,,,195.34,697.27,310.43,623.36,214.29,631.68,386.38,275.87,612.36,85.14,"Konopišťská, Prague - Vršovice",50.07284,14.46798,"CZK 15,500",Brick,,,Good,,G,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 2,000",573086,2+kk,1/1/2023,50 m²,Fully furnished,6,1.0,,79.3,786.08,114.28,231.44,62.54,739.95,316.36,463.61,753.99,203.72,"Nuselská, Prague - Nusle",50.060077582275,14.449383942052,"CZK 42,000",Brick,Gas boiler,,Very good,Personal,B,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000",CZK 800,749040,2+kk,11/4/2022,60 m²,Partly,-1,,,313.71,598.4,60.9,477.03,36.83,332.93,318.63,78.94,252.07,381.57,"Polská, Prague - Vinohrady",50.07847,14.44563,"CZK 13,000",Brick,,,Good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000",240526,2+kk,11/15/2022,62 m²,,7,1.0,1.0,275.03,629.24,55.34,441.72,67.99,393.86,323.27,897.37,163.39,111.95,"U Uranie, Prague - Holešovice",50.1067006,14.4519976,"CZK 26,000",Brick,Central,Luxurious,,Personal,,,,,,,,,Up to 10 years,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,300",668653,2 bedroom,11/7/2022,68 m²,Partly,4,,,126.89,1091.55,424.14,763.89,312.87,489.58,387.43,410.93,544.23,507.1,"Jevanská, Prague - Strašnice",50.06487,14.5066,"CZK 25,000",Brick,Central,,Very good,Cooperative,E,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,750","CZK 15,250",744738,3+1,11/8/2022,72 m²,Fully furnished,1,,,259.15,217.0,193.62,285.29,113.57,307.09,74.34,930.42,156.52,482.04,"Růžová, Prague - Nové Město",50.0835446,14.4307958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 33,750","CZK 11,250",749037,Studio,12/30/2022,30 m²,Fully furnished,1,,,132.37,502.57,36.37,383.79,20.42,407.82,36.27,216.92,557.79,177.33,"Klimentská, Prague - Nové Město",50.0922767,14.4324355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,800","CZK 6,600",744347,3+1,11/28/2022,90 m²,Fully furnished,5,1.0,,82.8,397.93,96.94,404.98,135.48,353.78,131.46,217.55,654.74,661.34,"Blanická, Prague - Vinohrady",50.0746503,14.439294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,800","CZK 3,500",748494,2 bedroom,10/31/2022,54 m²,Partly,3,,,109.99,581.18,241.34,309.89,123.23,327.66,190.27,217.06,711.35,168.46,"Fajmanové, Prague - Břevnov",50.08648,14.3442,"CZK 20,000",Prefab concrete,,,Good,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,500",73420,3+kk,11/4/2022,45 m²,Partly,5,,,104.42,1177.9,93.55,1019.9,48.15,771.46,441.51,776.73,918.62,151.89,"Molákova, Prague - Karlín",50.0969546,14.4652087,"CZK 18,000",Other,Distance,,,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 4,000",749034,3+kk,11/16/2022,75 m²,Partly,2,,,103.34,14.23,103.97,617.25,115.36,75.58,219.37,279.61,386.2,216.31,"Litevská, Prague - Vršovice",50.07136,14.47683,"CZK 33,000",Brick,,,Good,,G,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 5,250",667992,1 bedroom,12/1/2022,40 m²,Partly,1,,,214.35,1116.5,130.22,157.07,143.67,173.68,237.67,456.5,423.17,238.58,"Neklanova, Prague - Vyšehrad",50.06662,14.42083,"CZK 20,000",Brick,Electric boiler,Standard,Very good,Cooperative,D,Complete,,,,,,,Up to 10 years,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 45,000","CZK 5,000",749031,3+kk,11/4/2022,120 m²,Partly,2,1.0,1.0,64.45,541.35,120.34,386.58,181.4,454.53,411.15,252.51,657.82,401.25,"Korunní, Prague - Vinohrady",50.07509,14.45867,"CZK 50,000",Other,,,New-build,,B,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 5,028",749032,2+kk,11/7/2022,58 m²,Fully furnished,4,1.0,,221.32,1182.99,346.06,507.78,524.79,647.62,363.92,177.83,344.86,324.3,"Tupolevova, Prague - Letňany",50.13255694444,14.50701166666,"CZK 25,018",Prefab concrete,,,New-build,Personal,G,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 25,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 42,750","CZK 14,250",749030,2+kk,11/8/2022,85 m²,Fully furnished,7,,,169.08,367.08,43.61,764.11,102.42,664.54,336.21,309.35,459.44,272.25,"Máchova, Prague - Vinohrady",50.072329,14.4425286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 1,200",584673,Studio,12/1/2022,41 m²,Unfurnished,5,1.0,1.0,32.74,738.68,345.7,550.67,470.3,253.62,400.88,409.78,1079.36,336.87,"Hornoměcholupská, Prague - Horní Měcholupy",50.041212,14.567439,"CZK 30,000",Brick,Distance,Luxurious,New-build,Personal,B,,,,,,,1.0,Up to 10 years,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,999",CZK 0,749023,2 bedroom,11/4/2022,62 m²,Fully furnished,1,,,426.3,191.32,312.08,1200.93,333.41,201.86,320.73,282.99,465.33,79.04,"Přecechtělova, Prague - Stodůlky",50.0373,14.34203,"CZK 39,998",Brick,,,Very good,,B,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500",598847,Studio,9/30/2022,42 m²,Fully furnished,1,,,241.75,2054.21,1934.57,3010.12,295.81,2873.66,1736.51,2053.57,317.53,219.07,"K Pitkovicům, Prague - Benice",50.012466,14.6024605,"CZK 20,000",Brick,Geothermal,Luxurious,New-build,Personal,A,,,,,,,,Up to 10 years,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,490","CZK 1,769",749011,Studio,11/6/2022,33 m²,Fully furnished,1,,,368.93,1697.19,1016.71,1919.99,791.13,1627.75,1385.31,1779.49,1256.22,803.4,"Sicherova, Prague - Kyje",50.11543333333,14.56577694444,"CZK 16,259",Brick,,,Very good,Personal,C,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 16,259",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,999","CZK 4,700",746408,2+kk,11/7/2022,63 m²,Partly,1,,,197.53,1144.58,322.58,1136.91,147.58,1161.58,816.65,713.35,423.69,462.85,"Hostivařská, Prague - Hostivař",50.05378,14.53216,"CZK 40,000",Brick,,,Very good,,G,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 4,500",237082,2+kk,1/1/2023,48 m²,Fully furnished,2,1.0,,264.96,932.73,116.41,969.99,421.91,291.22,488.26,349.43,422.06,180.76,"Malkovského, Prague - Letňany",50.1408794,14.5068988,"CZK 20,000",Prefab concrete,Central,,Very good,Personal,,Complete,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,500",748996,2 bedroom,11/4/2022,89 m²,Partly,2,,,194.4,1409.39,574.73,1347.77,562.53,1008.5,388.34,751.2,647.76,516.17,"Nad Kundratkou, Prague - Prosek",50.1174,14.48492,"CZK 21,000",Brick,,,Very good,,C,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 6,500",617666,3+kk,12/19/2022,115 m²,Fully furnished,2,1.0,1.0,211.64,452.05,298.84,219.86,260.77,92.48,724.86,871.35,310.07,375.08,"Podnádražní, Prague - Vysočany",50.11155,14.497226,"CZK 38,000",Brick,Central,Luxurious,Very good,Personal,B,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,125","CZK 11,375",748397,Studio,11/8/2022,48 m²,Fully furnished,5,,,96.44,280.97,14.82,508.63,72.69,336.4,388.51,158.74,542.27,280.28,"Korunní, Prague - Vinohrady",50.075535,14.4452886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,250","CZK 6,750",748998,1 bedroom,1/1/2023,30 m²,Fully furnished,,1.0,,169.94,657.22,187.03,47.07,30.44,118.16,20.05,94.58,357.1,201.44,"Ječná, Prague - Nové Město",50.0756771,14.4268037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
