Listing ID,Price,Latitude,Longitude,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Design,Heating,Total number of floors,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Renovation,Age,Front garden,Developer name,Project name,Kód jednotky,Administration fee
568506,"CZK 12,000",50.1274638,14.3791588,Studio,New build,51 m²,"CZK 3,950","CZK 24,000",Personal,Brick building,Yes,Furnished,7,No,No,No,No,Yes,No,No,01. 02. 2022,Standard materials and solutions,Central heating,Attic,,59,"1,158",434,647,461,"1,139",770,"1,148",421,210,,,,,,,
569904,"CZK 12,700",50.0789302,14.457653,1 bedroom with open-plan kitchen,Excellent,48 m²,"CZK 2,600","CZK 12,700",Personal,Brick building,,Partially furnished,5,No,No,Yes,No,No,Yes,No,15. 12. 2021,Standard materials and solutions,Gas boiler,Middle floor,,194,505,65,266,61,335,483,442,771,198,,,,,,,
682163,"CZK 11,200",50.04132,14.56824,Studio,New build,39 m²,"CZK 2,800","CZK 14,000",Personal,Brick building,,Furnished,1,No,Yes,Yes,Yes,Yes,Yes,No,01. 09. 2021,,,,B,219,864,471,676,544,379,527,536,"1,363",504,,,,,,,
524310,"CZK 17,000",50.0684511,14.4165468,2 bedroom,,60 m²,CZK 600,"CZK 25,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,No,No,01. 01. 2022,,,,,187,933,100,382,49,315,235,274,283,69,,,,,,,
168969,"CZK 14,500",50.0773903,14.4348134,2 bedroom,Good,56 m²,CZK 500,"CZK 16,000",Personal,Brick building,,Unfurnished,3,No,No,No,No,No,No,No,01. 01. 2022,Standard materials and solutions,Other,Middle floor,,102,151,126,212,97,197,494,494,522,675,Interior,over 50 years years,,,,,
696285,"CZK 11,000",50.12997,14.48112,1 bedroom,Excellent,35 m²,"CZK 2,500","CZK 13,000",Other,Prefab concrete building,,Furnished,2,No,No,No,No,No,Yes,No,16. 12. 2021,,,,D,98,982,336,"1,065",317,238,300,521,"1,137",315,,,,,,,
689338,"CZK 17,500",50.0436773,14.3301922,3 bedroom,Excellent,83 m²,"CZK 4,000","CZK 30,000",Personal,Prefab concrete building,,Furnished,2,No,No,No,No,No,Yes,No,15. 01. 2022,,,,G,209,292,291,263,210,271,291,500,610,219,,,,,,,
695780,"CZK 21,000",50.1115297,14.4968549,2 bedroom with open-plan kitchen,Excellent,98 m²,"CZK 5,000","CZK 21,000",Personal,Brick building,,Furnished,8,No,Yes,No,No,No,Yes,Yes,01. 01. 2022,,,,C,128,478,325,246,287,119,750,817,283,361,,,,,,,
695003,"CZK 19,000",50.101752312999,14.45294761878,1 bedroom with open-plan kitchen,New build,48 m²,"CZK 3,000","CZK 19,000",Personal,Brick building,,Furnished,5,Yes,No,No,No,No,Yes,No,01. 01. 2022,,,,B,188,545,95,268,25,205,407,369,113,246,,,,,,,
666873,"CZK 9,000",50.05472,14.40524,Studio,Excellent,27 m²,"CZK 4,000","CZK 13,000",Personal,Brick building,,Partially furnished,5,No,No,No,No,Yes,Yes,No,10. 01. 2022,Standard materials and solutions,Central heating,,B,521,"1,286",968,"1,315",901,0,"1,252",,,,,1 to 10 years years,,,,,
202927,"CZK 12,000",50.0549019,14.4389869,1 bedroom,Excellent,50 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,,Unfurnished,3,Yes,No,No,No,No,Yes,No,03. 01. 2022,Standard materials and solutions,Other,Middle floor,,105,"1,035",275,471,14,359,603,177,566,378,Overall,1 to 10 years years,,,,,
285837,"CZK 12,000",50.0703136,14.458881,Studio,Excellent,27 m²,"CZK 2,500","CZK 12,000",Cooperative,Brick building,,Furnished,3,No,No,Yes,No,No,No,No,01. 01. 2022,Premium materials and solutions,Other,Middle floor,,116,560,120,295,21,334,199,237,634,135,Interior,1 to 10 years years,,,,,
444534,"CZK 10,000",50.0363147,14.3367969,1 bedroom with open-plan kitchen,,43 m²,"CZK 5,000",,Personal,Prefab concrete building,,Furnished,3,No,No,No,No,No,No,No,,,,,,142,499,90,985,271,496,264,413,280,62,,,,,,,
595913,"CZK 15,000",50.059491,14.285499,1 bedroom with open-plan kitchen,,55 m²,"CZK 2,500","CZK 20,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,01. 02. 2022,Standard materials and solutions,District heating,,C,441,623,940,869,520,994,264,852,69,,,10 to 30 years years,,,,,
696256,"CZK 13,000",50.0696587,14.4562805,1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 3,000","CZK 26,000",Other,Brick building,,Partially furnished,1,No,No,No,No,No,Yes,No,15. 12. 2021,,,,B,127,322,34,99,52,97,179,199,397,217,,,,,,,
696257,"CZK 13,000",50.04529,14.51359,2 bedroom,Good,42 m²,"CZK 4,500","CZK 13,000",Personal,Prefab concrete building,,Partially furnished,2,No,No,No,No,No,No,No,15. 12. 2021,,District heating,,C,121,458,432,238,"1,048",386,"1,327",275,,,Overall,,,,,,
626249,"CZK 14,000",50.1081,14.445631,1 bedroom with open-plan kitchen,Good,40 m²,"CZK 2,500","CZK 14,000",Personal,Brick building,,,2,Yes,No,Yes,No,Yes,No,No,15. 10. 2020,Premium materials and solutions,Central heating,,G,115,582,185,595,82,223,276,938,453,203,Overall,1 to 10 years years,,,,,
690639,"CZK 11,500",50.0869795,14.4446955,1 bedroom with open-plan kitchen,Excellent,40 m²,CZK 750,"CZK 12,250",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,05. 11. 2021,,Gas boiler,,G,151,665,424,620,142,633,400,440,482,450,,,,,,,
548581,"CZK 22,000",50.0586161,14.4496234,2 bedroom with open-plan kitchen,,87 m²,"CZK 1,000","CZK 25,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,15. 12. 2021,Premium materials and solutions,,Middle floor,G,45,625,160,61,99,801,193,492,597,287,Overall,,,,,,
169698,"CZK 21,000",50.1088101,14.5069571,2 bedroom with open-plan kitchen,Excellent,86 m²,"CZK 4,000","CZK 21,000",Personal,Brick building,,Furnished,1,No,No,Yes,No,No,No,No,01. 01. 2022,,,Middle floor,,246,636,237,463,213,596,282,185,610,568,,,,,,,
696248,"CZK 47,000",50.07906,14.44976,3 bedroom,Excellent,109 m²,"CZK 6,000","CZK 53,000",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,,,,D,209,273,39,272,113,301,142,267,694,169,,,,,,,
696245,"CZK 34,000",50.08794,14.46328,3 bedroom with open-plan kitchen,Excellent,142 m²,"CZK 6,000",,Personal,Brick building,,Furnished,4,Yes,Yes,No,No,No,Yes,No,15. 01. 2022,,,,G,236,574,163,284,167,471,563,688,464,357,,,,,,,
695755,"CZK 25,000",50.10681,14.45168,1 bedroom with open-plan kitchen,Excellent,70 m²,"CZK 5,000","CZK 25,000",Personal,Low-energy building,,Partially furnished,11,Yes,No,Yes,No,No,Yes,Yes,01. 01. 2022,,,,G,249,578,81,390,94,353,298,849,151,112,,,,,,,
576081,"CZK 16,900",50.0470351,14.4337938,2 bedroom with open-plan kitchen,Good,70 m²,"CZK 5,700","CZK 34,000",Personal,Prefab concrete building,,Partially furnished,4,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,Standard materials and solutions,District heating,Middle floor,G,268,821,128,519,218,599,376,239,466,160,Exterior,10 to 30 years years,,,,,
478779,"CZK 20,000",50.1030663,14.3714205,3 bedroom,Excellent,71 m²,"CZK 4,000","CZK 30,000",Personal,Brick building,,Partially furnished,2,No,No,Yes,No,No,No,No,01. 01. 2022,Premium materials and solutions,Gas boiler,Middle floor,,210,"1,208",214,844,213,119,553,686,586,170,Overall,1 to 10 years years,,,,,
691845,"CZK 13,400",50.07791,14.47677,1 bedroom,Good,41 m²,"CZK 1,700","CZK 20,000",Personal,Brick building,,Partially furnished,5,No,No,No,No,No,Yes,No,03. 01. 2022,,,,D,28,983,14,484,50,16,739,858,172,150,,,,,,,
629995,"CZK 12,500",50.066158,14.448997,1 bedroom with open-plan kitchen,Excellent,47 m²,CZK 600,"CZK 25,000",Personal,Brick building,,Unfurnished,4,Yes,No,No,No,No,No,No,01. 11. 2020,Standard materials and solutions,Gas boiler,Middle floor,G,61,520,40,562,8,141,125,283,153,353,,,,,,,
696054,"CZK 17,500",50.06312,14.40452,Studio,Excellent,42 m²,"CZK 3,500","CZK 18,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,01. 01. 1970,,,,E,25,450,75,856,15,203,647,619,790,542,,,,,,,
374816,"CZK 20,000",50.0742459,14.4446829,1 bedroom with open-plan kitchen,,60 m²,"CZK 5,000",,Personal,Brick building,,Partially furnished,4,No,No,No,No,No,No,No,30. 01. 2022,Standard materials and solutions,Gas boiler,Middle floor,,176,142,129,755,29,412,321,292,514,267,Interior,over 50 years years,,,,,
696208,"CZK 16,000",50.04515,14.31442,1 bedroom with open-plan kitchen,Excellent,46 m²,"CZK 2,800","CZK 31,000",Personal,Prefab concrete building,,Partially furnished,6,No,No,Yes,No,No,Yes,No,01. 01. 2022,Standard materials and solutions,District heating,Middle floor,G,106,578,368,627,568,56,606,232,680,203,Overall,,,,,,
545695,"CZK 30,000",50.0538994,14.4205145,1 bedroom with open-plan kitchen,,83 m²,"CZK 5,000","CZK 60,000",Personal,Other,Yes,Furnished,2,Yes,Yes,Yes,No,No,Yes,No,10. 01. 2022,,District heating,,B,279,698,154,497,193,695,467,986,195,266,,,,,,,
692795,"CZK 16,500",50.0190227,14.521984536421,2 bedroom,New build,56 m²,"CZK 3,000","CZK 25,000",Personal,Brick building,,Furnished,3,No,Yes,No,No,No,No,No,18. 11. 2021,Premium materials and solutions,,,C,245,792,783,"1,005",921,"1,281",160,,,,,,,,,,
633297,"CZK 13,500",50.053441,14.418723,1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 1,000","CZK 20,000",Personal,Brick building,,Partially furnished,4,Yes,No,Yes,No,No,Yes,No,01. 01. 2022,,,,D,327,923,268,765,237,962,746,"1,374",298,443,Exterior,,,,,,
688898,"CZK 18,500",50.1054125,14.4558379,1 bedroom with open-plan kitchen,New build,54 m²,"CZK 2,950","CZK 37,000",Personal,Brick building,Yes,Partially furnished,5,No,No,No,Yes,No,Yes,Yes,01. 12. 2021,Premium materials and solutions,District heating,Middle floor,G,70,684,192,496,60,443,652,940,320,294,,1 to 10 years years,,,,,
696226,"CZK 13,000",50.01763,14.40109,Studio,New build,31 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,,Partially furnished,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15. 12. 2021,,,,B,196,281,"1,184",690,"1,317",,,,,,,,,,,,
696223,"CZK 16,000",50.0922319,14.4948402,2 bedroom,Excellent,60 m²,"CZK 4,000","CZK 16,000",Personal,Brick building,,Partially furnished,5,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,G,34,230,216,579,145,252,467,392,732,142,,,,,,,
318067,"CZK 15,900",50.0744821,14.5077381,1 bedroom with open-plan kitchen,,56 m²,"CZK 3,000","CZK 18,900",Cooperative,Brick building,,Partially furnished,2,Yes,No,No,No,Yes,No,No,27. 12. 2021,Standard materials and solutions,District heating,Middle floor,B,246,"1,297",417,"1,196",371,780,506,881,"1,307",567,,1 to 10 years years,,,,,
564139,"CZK 13,000",50.007317,14.4538856,Studio,New build,37 m²,"CZK 2,500","CZK 25,000",Personal,Brick building,,Furnished,2,No,Yes,Yes,No,Yes,Yes,Yes,01. 02. 2022,Premium materials and solutions,District heating,Middle floor,C,305,927,423,711,913,346,842,603,,,,1 to 10 years years,,,,,
568536,"CZK 12,900",50.0567446,14.4210317,Studio,Excellent,40 m²,"CZK 3,500","CZK 20,000",Personal,Other,,Partially furnished,3,Yes,No,No,No,No,Yes,Yes,20. 12. 2021,,District heating,Middle floor,,245,353,239,139,213,350,94,701,424,57,,10 to 30 years years,,,,,
591582,"CZK 11,600",50.030563,14.513792,Studio,Excellent,30 m²,"CZK 2,400","CZK 14,000",Personal,Prefab concrete building,,Partially furnished,5,No,No,No,No,No,Yes,No,15. 12. 2021,Premium materials and solutions,District heating,Middle floor,B,178,370,223,"1,222",554,487,177,349,701,48,Overall,,,,,,
644976,"CZK 16,000",50.064839,14.50666,1 bedroom with open-plan kitchen,Excellent,68 m²,"CZK 3,000","CZK 31,991",Cooperative,Other,,Partially furnished,2,No,No,Yes,No,No,No,No,01. 02. 2022,,,,G,128,"1,165",451,840,391,502,668,546,668,503,Interior,,,,,,
504281,"CZK 11,500",50.1019623,14.5635645,Studio,New build,39 m²,"CZK 3,500","CZK 15,000",Personal,Brick building,,Partially furnished,5,Yes,No,No,No,No,No,No,01. 01. 2022,Standard materials and solutions,District heating,Middle floor,B,160,659,409,943,723,615,302,877,85,,,1 to 10 years years,,,,,
696207,"CZK 13,990",50.03097361111,14.53460499999,1 bedroom with open-plan kitchen,Excellent,44 m²,,"CZK 16,927",Personal,Prefab concrete building,,Furnished,16,No,No,No,No,No,Yes,No,,,,,C,110,332,222,263,359,603,288,323,676,244,,,,,,,"CZK 16,927

                                
                                
                
i"
693921,"CZK 9,990",50.10177138888,14.56268694444,Studio,New build,27 m²,,"CZK 12,808",Personal,Brick building,Yes,,3,No,No,No,No,No,Yes,No,,,,,B,208,685,583,970,750,695,338,783,217,,,,,,,,"CZK 12,808

                                
                                
                
i"
693951,"CZK 17,990",50.1153735,14.5658835,2 bedroom with open-plan kitchen,New build,80 m²,,"CZK 22,779",Personal,Brick building,Yes,Furnished,1,Yes,No,Yes,No,Yes,No,No,,,,,C,369,"1,009",784,"1,378","1,263",796,,,,,,,,,,,"CZK 22,779

                                
                                
                
i"
693953,"CZK 34,990",50.09031888888,14.41819611111,3 bedroom with open-plan kitchen,Excellent,92 m²,,"CZK 38,120",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,Yes,No,,,,,G,158,298,229,363,73,446,301,566,195,586,,,,,,,"CZK 38,120

                                
                                
                
i"
693949,"CZK 13,990",50.10847194444,14.50895277777,1 bedroom with open-plan kitchen,Excellent,50 m²,,"CZK 17,718",Personal,Brick building,,Partially furnished,6,No,No,Yes,No,No,No,No,,,,,G,312,782,436,584,412,741,485,305,808,688,,,,,,,"CZK 17,718

                                
                                
                
i"
693947,"CZK 11,990",50.115312,14.4721862,1 bedroom with open-plan kitchen,Excellent,34 m²,,"CZK 15,711",Personal,Brick building,,Unfurnished,2,No,No,Yes,No,No,Yes,No,,,,,D,74,"1,232",240,"1,230",134,524,406,"1,390",876,343,,,,,,,"CZK 15,711

                                
                                
                
i"
693956,"CZK 9,990",50.101898193359,14.567500114441,1 bedroom with open-plan kitchen,Good,45 m²,,"CZK 13,141",Personal,Prefab concrete building,,Furnished,6,No,No,Yes,No,No,Yes,No,,,,,C,225,965,229,"1,246",744,804,435,414,"1,250",333,,,,,,,"CZK 13,141

                                
                                
                
i"
694634,"CZK 15,990",50.08934972222,14.46700694444,1 bedroom,Good,41 m²,,"CZK 18,389",Cooperative,Brick building,,Unfurnished,5,Yes,No,Yes,No,No,Yes,No,,,,,G,102,791,10,132,114,160,463,487,433,200,,,,,,,"CZK 18,389

                                
                                
                
i"
694769,"CZK 9,490",50.025133,14.4402511,Studio,Good,28 m²,,"CZK 11,850",Personal,Brick building,,Furnished,12,No,No,No,No,No,Yes,No,,,,,D,244,558,85,531,606,585,594,73,"1,114",78,,,,,,,"CZK 11,850

                                
                                
                
i"
694808,"CZK 17,990",50.01925972222,14.40228888888,1 bedroom with open-plan kitchen,New build,53 m²,,"CZK 22,227",Personal,Other,Yes,Unfurnished,1,No,No,Yes,No,Yes,Yes,No,,,,,B,389,473,"1,376",581,"1,308",,,,,,,,,,,,"CZK 22,227

                                
                                
                
i"
693936,"CZK 13,990",50.12982277777,14.4270275,1 bedroom with open-plan kitchen,Excellent,46 m²,,"CZK 16,507",Cooperative,Prefab concrete building,,Unfurnished,1,Yes,No,Yes,No,No,Yes,No,,,,,G,347,636,371,933,631,402,402,513,710,17,,,,,,,"CZK 16,507

                                
                                
                
i"
544002,"CZK 19,999",50.0065169,14.4518378,1 bedroom with open-plan kitchen,New build,72 m²,"CZK 2,500","CZK 40,000",Personal,Brick building,Yes,Partially furnished,2,No,Yes,No,No,No,No,No,01. 01. 2022,Premium materials and solutions,Central heating,Middle floor,B,194,985,477,595,971,228,"1,452",635,506,,,1 to 10 years years,,,,,
299349,"CZK 16,000",50.0705493,14.4458579,Studio,,46 m²,"CZK 1,600","CZK 30,000",Personal,Other,,Unfurnished,4,No,Yes,No,No,No,No,No,01. 06. 2019,,,,,303,670,152,532,185,498,420,408,479,135,,,,,,,
308440,"CZK 19,500",50.1114955,14.3916515,1 bedroom with open-plan kitchen,,56 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,,Furnished,3,Yes,No,No,No,Yes,Yes,No,10. 12. 2021,Standard materials and solutions,Central heating,Middle floor,,430,42,"1,133",367,813,702,202,290,753,,,10 to 30 years years,,,,,
696177,"CZK 14,800",50.0878,14.42486,1 bedroom,Excellent,35 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,,Furnished,5,No,No,No,No,No,No,No,14. 12. 2021,,,,B,341,328,106,263,11,436,360,342,334,350,,,,,,,
645605,"CZK 25,000",50.087798,14.424816,3 bedroom,Excellent,120 m²,"CZK 2,000","CZK 25,000",Personal,Brick building,,Furnished,4,Yes,No,No,No,No,No,No,14. 12. 2021,,,,B,344,331,109,266,8,439,363,345,337,353,,,,,,,
600314,"CZK 16,900",50.077616,14.422776,1 bedroom with open-plan kitchen,Excellent,52 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Furnished,2,Yes,No,No,No,No,Yes,No,07. 08. 2020,Premium materials and solutions,Gas boiler,Middle floor,D,249,504,98,257,39,197,310,446,442,383,Interior,over 50 years years,,,,,
690967,"CZK 13,800",50.09141,14.48205,1 bedroom with open-plan kitchen,Excellent,46 m²,CZK 420,"CZK 41,000",Personal,Brick building,,Partially furnished,5,No,No,Yes,No,No,No,No,10. 11. 2021,,,,G,153,713,127,404,127,337,488,155,161,256,,,,,,,
27966,"CZK 12,000",50.0757964,14.4035156,1 bedroom,,42 m²,CZK 800,"CZK 13,000",Personal,Brick building,,Unfurnished,4,No,No,No,No,No,No,No,09. 12. 2021,,Gas boiler,Top floor,G,28,239,70,78,57,33,265,"1,013",833,438,,,,,,,
693806,"CZK 25,000",50.08889,14.46514,3 bedroom,Excellent,80 m²,"CZK 3,500","CZK 40,000",Cooperative,Brick building,,Partially furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,Premium materials and solutions,Gas boiler,Middle floor,G,233,699,160,106,33,310,575,570,516,255,Interior,over 50 years years,,,,,
691484,"CZK 12,000",50.07981,14.45444,2 bedroom,Good,72 m²,CZK 999,"CZK 12,000",Personal,Brick building,,Partially furnished,1,Yes,No,No,No,No,No,No,09. 11. 2021,,,,G,388,390,8,339,5,599,476,519,807,197,,,,,,,
688416,"CZK 14,000",50.10896,14.60189,Small studio,Excellent,34 m²,"CZK 2,500","CZK 10,000",Personal,Brick building,,Furnished,1,Yes,No,No,No,Yes,No,Yes,15. 11. 2021,Premium materials and solutions,Gas boiler,Ground floor,B,64,"1,086",658,297,948,"1,201",494,,,,Overall,1 to 10 years years,30 m²,,,,
609922,"CZK 9,000",50.0078033,14.4289142,Studio,Excellent,32 m²,"CZK 3,608","CZK 10,000",Personal,Prefab concrete building,,Partially furnished,1,No,No,Yes,No,No,Yes,No,01. 01. 2022,Standard materials and solutions,District heating,Raised ground floor,A,203,866,240,855,147,939,402,264,368,122,Overall,,,,,,
695908,"CZK 15,000",50.09479,14.49224,2 bedroom,Excellent,51 m²,"CZK 3,500","CZK 25,000",Personal,Brick building,,Partially furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,G,344,445,291,529,339,423,175,339,224,184,,,,,,,
695683,"CZK 23,000",50.0124216,14.4017606,1 bedroom with open-plan kitchen,New build,64 m²,"CZK 5,000","CZK 29,500",Personal,Low-energy building,,Furnished,4,Yes,Yes,Yes,No,Yes,Yes,Yes,01. 01. 2022,,,,A,79,953,290,"1,197",615,"1,258","1,259",537,,,,,,,,,
693471,"CZK 11,900",50.036732,14.5934079,2 bedroom with open-plan kitchen,Good,57 m²,"CZK 3,500","CZK 15,000",Cooperative,Brick building,,Furnished,1,No,No,Yes,No,No,No,No,06. 12. 2021,,,,G,248,"1,034",386,829,727,815,329,350,"1,230",80,,,,,,,
684015,"CZK 8,500",50.1021,14.56863,Studio,Good,25 m²,"CZK 1,000","CZK 5,000",Cooperative,Prefab concrete building,,Unfurnished,7,No,No,No,No,No,Yes,No,01. 11. 2021,Standard materials and solutions,District heating,Top floor,E,126,"1,098",236,"1,170",668,771,442,431,"1,432",367,Interior,,,,,,
674119,"CZK 11,000",50.0535,14.4193,Studio,Excellent,29 m²,"CZK 1,000","CZK 22,000",Personal,Brick building,,Partially furnished,3,No,No,Yes,No,No,No,No,12. 12. 2021,Premium materials and solutions,Other,Middle floor,G,197,758,83,579,111,776,561,"1,132",113,258,Overall,1 to 10 years years,,,,,
695678,"CZK 15,000",50.0596,14.42716,2 bedroom,Excellent,60 m²,"CZK 4,000","CZK 15,000",Personal,Brick building,,Unfurnished,2,No,No,Yes,No,No,Yes,No,01. 01. 2022,Standard materials and solutions,Gas boiler,Middle floor,G,74,644,172,383,119,423,536,222,113,330,,,,,,,
666834,"CZK 16,000",50.0667,14.39653,2 bedroom,Excellent,69 m²,CZK 440,"CZK 32,000",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,,,,D,236,378,464,734,144,465,325,538,768,338,,,,,,,
547750,"CZK 13,000",50.0397661,14.5691725,Studio,Excellent,33 m²,"CZK 2,800","CZK 25,000",Personal,Other,,Partially furnished,4,Yes,Yes,No,No,No,Yes,No,22. 01. 2022,,,Middle floor,C,302,887,529,752,700,343,444,640,"1,245",354,,1 to 10 years years,,,,,
608954,"CZK 16,000",50.0905802,14.3505593,2 bedroom,Excellent,55 m²,"CZK 5,000","CZK 32,000",Personal,Prefab concrete building,,Furnished,1,No,No,No,No,No,No,No,01. 02. 2022,Standard materials and solutions,District heating,Raised ground floor,C,116,258,112,618,247,392,463,316,364,283,,,,,,,
162035,"CZK 9,000",50.0257033,14.436275,Small studio,,24 m²,"CZK 2,000","CZK 5,000",Personal,Prefab concrete building,Yes,Partially furnished,8,No,No,No,No,No,Yes,No,,,,,,227,270,228,240,317,296,689,373,901,378,,,,,,,
696139,"CZK 11,500",50.07041,14.45537,1 bedroom,Excellent,50 m²,"CZK 1,000",,Cooperative,Brick building,,Furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,G,314,509,176,286,136,284,227,16,462,68,,,,,,,
297556,"CZK 17,200",50.1050666,14.5181109,1 bedroom with open-plan kitchen,New build,60 m²,"CZK 3,800","CZK 30,000",Personal,Brick building,Yes,Partially furnished,2,Yes,No,No,No,Yes,Yes,No,10. 01. 2022,,,Middle floor,,350,601,"1,064",610,"1,312","1,115",872,130,,,,,,,,,
695414,"CZK 10,000",50.09681,14.3476,Studio,Good,24 m²,"CZK 2,800","CZK 10,000",Personal,Prefab concrete building,,Partially furnished,6,No,No,No,No,No,Yes,No,07. 12. 2021,Standard materials and solutions,District heating,Middle floor,G,93,"1,136",101,802,346,212,203,202,480,221,,10 to 30 years years,,,,,
583211,"CZK 36,000",50.10506,14.45906,2 bedroom with open-plan kitchen,New build,97 m²,"CZK 7,000","CZK 72,000",Personal,Other,,Furnished,4,Yes,Yes,Yes,No,Yes,Yes,No,01. 02. 2022,,District heating,,B,242,"1,008",371,681,181,504,876,"1,012",488,115,,,,,,,
174018,"CZK 20,500",50.0711037,14.4445816,2 bedroom with open-plan kitchen,Excellent,71 m²,"CZK 3,500","CZK 41,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,No,Yes,Yes,01. 12. 2021,Standard materials and solutions,Central heating,Middle floor,G,292,535,41,643,85,609,531,296,468,74,Interior,,,,,,
575586,"CZK 12,500",50.0636909,14.5086646,2 bedroom,Good,65 m²,"CZK 2,500","CZK 15,000",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,01. 12. 2021,Standard materials and solutions,Central heating,Top floor,G,336,"1,259",604,"1,048",212,595,493,556,426,487,,over 50 years years,100 m²,,,,
327297,"CZK 18,500",50.0795223,14.4589054,1 bedroom with open-plan kitchen,New build,55 m²,"CZK 1,704","CZK 20,000",Personal,Brick building,Yes,Partially furnished,6,No,No,Yes,No,No,Yes,No,,,Gas boiler,Attic,,230,500,173,357,41,417,511,336,665,151,,,,,,,
524893,"CZK 15,500",50.0892296,14.4184025,Studio,,24 m²,"CZK 1,500","CZK 17,000",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,10. 01. 2022,,,,C,99,171,102,239,27,367,221,487,68,463,,,,,,,
627804,"CZK 13,000",50.07479,14.324004,Studio,New build,35 m²,CZK 500,"CZK 26,000",Personal,Brick building,,Partially furnished,1,No,Yes,No,No,No,No,No,01. 01. 2022,Standard materials and solutions,Gas boiler,Ground floor,G,234,266,685,"1,426",499,462,517,,,,,1 to 10 years years,,,,,
153003,"CZK 14,000",50.0674856,14.3969289,Small studio,,30 m²,"CZK 3,000","CZK 15,000",Personal,Brick building,,Furnished,3,Yes,No,No,No,No,No,No,,,,,,298,229,221,618,23,316,387,600,501,392,,,,,,,
599189,"CZK 14,900",50.073823,14.41605,1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 1,760","CZK 14,900",Personal,Brick building,,,2,No,No,No,No,No,Yes,No,16. 03. 2020,,,,D,134,380,77,225,73,292,375,505,827,344,,,,,,,
583093,"CZK 19,500",50.083767,14.507001,3 bedroom,Excellent,76 m²,"CZK 2,500","CZK 25,000",Personal,Prefab concrete building,,Unfurnished,12,Yes,No,Yes,No,No,Yes,No,01. 10. 2021,,,,C,169,549,242,568,111,722,677,416,709,240,,,,,,,
515908,"CZK 21,000",50.0705962,14.4424938,2 bedroom,Excellent,81 m²,"CZK 3,500","CZK 21,000",Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,No,No,16. 12. 2021,,Central heating,Middle floor,,416,625,142,825,27,790,447,115,591,248,Interior,,,,,,
603139,"CZK 25,000",50.088083,14.425475,3 bedroom,Excellent,95 m²,"CZK 2,000","CZK 25,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,Yes,No,14. 12. 2021,Standard materials and solutions,,,C,248,235,19,226,39,357,267,249,241,257,,,,,,,
696112,"CZK 16,000",50.02704,14.42587,3 bedroom,Good,60 m²,"CZK 1,100","CZK 18,000",Personal,Prefab concrete building,,Furnished,3,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,,District heating,,G,327,840,469,826,327,388,491,434,"1,384",47,,,,,,,
695002,"CZK 23,000",50.101840109189,14.452761226864,1 bedroom with open-plan kitchen,New build,65 m²,"CZK 4,000","CZK 23,000",Personal,Brick building,,Furnished,5,No,No,No,No,No,Yes,No,01. 01. 2022,,,,B,181,539,89,261,7,198,400,363,176,277,,,,,,,
696094,"CZK 9,500",50.07252,14.40967,Small studio,Excellent,31 m²,CZK 500,"CZK 19,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,10. 01. 2022,,,,G,120,555,108,166,73,469,594,757,954,514,,,,,,,
596154,"CZK 12,800",50.052949,14.418293,Studio,Excellent,31 m²,"CZK 1,500","CZK 22,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,01. 02. 2022,Standard materials and solutions,Electric boiler,,G,265,861,206,703,175,900,684,"1,312",236,381,Interior,1 to 10 years years,,,,,
