Listing ID,Price,Latitude,Longitude,Layout,Condition,Floor Space,Fees,Refundable security deposit,Ownership Type,Building Type,New building,Furnishing and Fittings,Floor,Balcony,Terrace,Cellar,Loggia,Parking,Lift,Garage,Available from,Design,Heating,Total number of floors,PENB,Public transport stop,Post office,Shop,Bank,Restaurant,Pharmacy,School,Kindergarten,Sports field,Playground,Renovation,Age,Front garden,Developer name,Project name,Kód jednotky,Administration fee
694833,"CZK 26,775",50.0795659,14.4357789,1 bedroom with open-plan kitchen,,61 m²,"CZK 8,925",,,,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,134,417,252,351,68,251,205,205,457,712,,,,,,,
697081,"CZK 39,000",50.08294,14.4439,2 bedroom with open-plan kitchen,Excellent,97 m²,"CZK 5,000","CZK 78,000",Personal,Brick building,,Furnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,B,310,517,418,403,183,453,300,306,676,106,,,,,,,
689345,"CZK 27,750",50.0667103,14.4200265,2 bedroom,,79 m²,"CZK 9,250",,,,,Furnished,5,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,219,"1,173",188,214,98,251,182,487,414,184,,,,,,,
694840,"CZK 28,253",50.0940007,14.4535929,Studio,,36 m²,"CZK 9,418",,,,,Furnished,4,No,Yes,No,No,No,Yes,Yes,01. 02. 2022,,,,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,
694677,"CZK 37,365",50.0907943,14.427063,2 bedroom,,46 m²,"CZK 12,455",,,,,Furnished,2,No,No,No,No,No,Yes,No,31. 01. 2022,,,,,2,191,16,48,1,127,128,306,209,259,,,,,,,
692479,"CZK 20,880",50.0713305,14.4638794,1 bedroom with open-plan kitchen,,49 m²,"CZK 6,960",,,,,Furnished,2,No,No,No,No,No,Yes,No,17. 01. 2022,,,,,84,743,87,659,277,595,408,307,678,198,,,,,,,
692289,"CZK 18,000",50.0689266,14.3692602,1 bedroom with open-plan kitchen,,60 m²,"CZK 6,000",,,,,Furnished,3,Yes,Yes,No,No,No,Yes,Yes,01. 01. 2022,,,,,130,574,122,231,66,123,183,"1,131",503,217,,,,,,,
694835,"CZK 26,078",50.0940007,14.4535929,Studio,,30 m²,"CZK 8,693",,,,,Furnished,5,No,No,No,No,No,Yes,Yes,01. 02. 2022,,,,,109,421,13,160,21,228,518,"1,364",384,467,,,,,,,
696414,"CZK 13,125",50.073014,14.4308483,Studio,,23 m²,"CZK 4,375",,,,,Furnished,5,No,No,No,No,No,Yes,No,15. 02. 2022,,,,,182,528,118,213,29,198,369,452,636,686,,,,,,,
689738,"CZK 17,100",50.0717643,14.4385436,Studio,,27 m²,"CZK 5,700",,,,,Furnished,4,No,No,No,No,No,Yes,No,31. 12. 2021,,,,,272,322,70,607,60,509,83,250,792,565,,,,,,,
694837,"CZK 33,000",50.0920126,14.4239059,2 bedroom with open-plan kitchen,,80 m²,"CZK 11,000",,,,,Furnished,2,No,No,No,No,No,No,No,01. 02. 2022,,,,,157,402,153,285,152,248,384,447,194,153,,,,,,,
696838,"CZK 45,000",50.090911,14.4295366,1 bedroom with open-plan kitchen,,50 m²,"CZK 15,000",,,,,Furnished,4,No,No,No,No,No,Yes,Yes,20. 02. 2022,,,,,144,325,176,152,60,230,49,259,388,439,,,,,,,
696645,"CZK 46,313",50.0865843,14.4323212,1 bedroom with open-plan kitchen,,60 m²,"CZK 15,437",,,,,Furnished,4,No,No,No,No,No,Yes,No,18. 02. 2022,,,,,110,274,157,129,77,143,300,496,282,367,,,,,,,
696837,"CZK 32,063",50.0877117,14.4091678,2 bedroom,,56 m²,"CZK 10,687",,,,,Furnished,1,No,Yes,No,No,No,No,No,20. 02. 2022,,,,,337,356,19,335,43,634,392,362,865,215,,,,,,,
690578,"CZK 26,250",50.0633237,14.4440058,1 bedroom with open-plan kitchen,,60 m²,"CZK 8,750",,,,,Furnished,2,No,No,No,No,No,Yes,No,02. 01. 2022,,,,,242,542,99,271,176,314,456,822,634,593,,,,,,,
696835,"CZK 25,500",50.0471114,14.4429584,1 bedroom with open-plan kitchen,,41 m²,"CZK 8,500",,,,,Furnished,5,No,No,No,No,No,No,No,20. 02. 2022,,,,,394,499,253,432,280,389,317,725,696,412,,,,,,,
696834,"CZK 17,000",50.09712,14.34857,1 bedroom with open-plan kitchen,Excellent,45 m²,"CZK 3,000","CZK 34,000",Personal,Prefab concrete building,,Furnished,10,No,No,Yes,Yes,No,Yes,No,22. 12. 2021,,,,A,184,"1,160",166,909,419,319,274,110,388,177,,,,,,,
696907,"CZK 15,375",50.0236328,14.420109,Studio,,40 m²,"CZK 5,125",,,,,Furnished,2,No,Yes,No,No,No,No,No,21. 02. 2022,,,,,205,"1,125",579,"1,118",554,629,856,827,"1,391",591,,,,,,,
690579,"CZK 22,500",50.0633237,14.4440058,1 bedroom with open-plan kitchen,,65 m²,"CZK 7,500",,,,,Furnished,2,Yes,No,No,No,No,No,No,01. 01. 2022,,,,,242,542,99,271,176,314,456,822,634,593,,,,,,,
696412,"CZK 21,600",50.0654522,14.409929,1 bedroom with open-plan kitchen,,60 m²,"CZK 7,200",,,,,Furnished,6,No,No,No,No,No,Yes,No,15. 02. 2022,,,,,276,508,376,863,221,634,685,923,376,417,,,,,,,
692673,"CZK 15,510",50.0693622,14.4492486,Studio,,30 m²,"CZK 5,170",,,,,Furnished,2,No,No,No,No,No,No,No,10. 01. 2022,,,,,310,727,315,273,223,294,361,391,515,260,,,,,,,
682151,"CZK 24,600",50.0795659,14.4357789,1 bedroom with open-plan kitchen,,55 m²,"CZK 8,200",,,,,Furnished,2,No,No,No,No,No,Yes,No,01. 02. 2022,,,,,134,417,252,351,68,251,205,205,457,712,,,,,,,
685604,"CZK 33,750",50.0865843,14.4323212,1 bedroom with open-plan kitchen,,45 m²,"CZK 11,250",,,,,Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,,,,,110,274,157,129,77,143,300,496,282,367,,,,,,,
696830,"CZK 11,000",50.07146,14.44815,1 bedroom,Excellent,38 m²,"CZK 2,000","CZK 25,000",Personal,Brick building,,Partially furnished,,No,No,No,No,No,No,No,22. 12. 2021,,,,G,135,665,130,370,71,629,313,580,182,300,,,,,,,
566063,"CZK 13,000",50.0683118,14.3123636,Studio,Excellent,35 m²,"CZK 2,000","CZK 26,000",Personal,Prefab concrete building,,Furnished,2,No,No,No,No,No,Yes,No,01. 01. 2022,Standard materials and solutions,District heating,Middle floor,D,110,698,596,765,619,505,275,159,889,70,Interior,30 to 50 years years,,,,,
532484,"CZK 15,000",50.07118,14.40823,1 bedroom with open-plan kitchen,Excellent,36 m²,"CZK 3,500","CZK 37,000",Personal,Brick building,,Furnished,3,No,No,No,No,No,Yes,No,15. 01. 2022,Premium materials and solutions,Gas boiler,Middle floor,E,177,595,136,91,139,402,655,"1,014",940,426,Overall,1 to 10 years years,,,,,
614513,"CZK 13,500",50.067194,14.554102,1 bedroom with open-plan kitchen,New build,53 m²,"CZK 4,000","CZK 27,000",Personal,Brick building,Yes,,6,Yes,No,No,No,No,Yes,No,01. 02. 2022,,,,B,599,"1,293",437,356,616,"1,117","1,258",415,,,,,,,,,
631179,"CZK 12,000",50.058576,14.422962,Studio,New build,36 m²,"CZK 3,000",,Personal,Brick building,,,1,No,Yes,No,No,No,Yes,No,19. 10. 2020,,,,G,151,239,177,218,103,217,237,439,382,221,,,,,,,
360151,"CZK 9,000",50.0742802,14.4041058,Small studio,,33 m²,"CZK 3,750",,Personal,Other,,Partially furnished,1,No,No,No,No,No,No,No,,,,,C,157,257,119,77,70,175,321,"1,193","1,001",336,,,,,,,
697064,"CZK 8,500",50.02978,14.44976,Studio,Excellent,28 m²,"CZK 3,000","CZK 15,000",Personal,Prefab concrete building,,Partially furnished,1,No,No,Yes,No,No,No,No,27. 12. 2021,,,,G,124,"1,295",188,113,701,843,"1,175",560,381,,,,,,,,
689342,"CZK 17,000",50.04783,14.55994,3 bedroom,Excellent,74 m²,"CZK 1,000","CZK 17,000",Personal,Prefab concrete building,,Partially furnished,6,No,No,No,No,No,No,No,01. 12. 2021,,,,C,349,959,491,"1,037",69,"1,104",231,238,749,84,,,,,,,
697062,"CZK 14,500",50.09717,14.35575,2 bedroom,Excellent,53 m²,"CZK 3,880","CZK 14,500",Personal,Prefab concrete building,,Furnished,7,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,Standard materials and solutions,District heating,Top floor,G,162,484,363,339,330,361,386,344,888,131,,1 to 10 years years,,,,,
696745,"CZK 17,000",50.0911875,14.4319975,2 bedroom,Good,50 m²,CZK 650,"CZK 34,000",Personal,Brick building,,Unfurnished,3,No,No,No,No,No,Yes,No,20. 12. 2021,,,,G,38,352,77,386,21,111,162,66,428,369,,,,,,,
693755,"CZK 15,000",50.07175,14.38913,3 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 7,000","CZK 40,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,Yes,No,Yes,No,26. 11. 2021,,,,G,128,"1,255",34,872,76,"1,023",495,867,"1,188",248,,,,,,,
468880,"CZK 17,500",50.0238396,14.5233479,1 bedroom with open-plan kitchen,Excellent,67 m²,"CZK 3,500","CZK 17,500",Cooperative,Prefab concrete building,,Furnished,3,No,No,Yes,Yes,No,Yes,No,01. 02. 2022,Premium materials and solutions,District heating,Middle floor,C,421,"1,208",408,"1,104",235,687,261,811,"1,200",179,Overall,,,,,,
697056,"CZK 15,900",50.0668899,14.5528565,1 bedroom with open-plan kitchen,New build,57 m²,"CZK 4,000","CZK 31,800",Personal,Brick building,,Furnished,2,Yes,No,No,No,Yes,Yes,No,01. 01. 2022,,,,B,464,"1,158",378,297,557,"1,059","1,229",312,,,,,,,,,
697053,"CZK 20,000",50.06543,14.44301,2 bedroom with open-plan kitchen,New build,75 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,,Partially furnished,3,No,No,Yes,No,Yes,Yes,Yes,27. 12. 2021,,,,B,185,355,219,261,269,249,558,657,636,602,,,,,,,
696805,"CZK 9,000",50.06817,14.4553,Studio,Excellent,28 m²,"CZK 1,000","CZK 15,000",Personal,Brick building,,Partially furnished,5,No,No,No,No,No,Yes,No,01. 01. 2022,,,,E,114,289,133,138,82,115,206,372,198,419,,,,,,,
486676,"CZK 19,900",50.0702306,14.3803335,2 bedroom with open-plan kitchen,,68 m²,"CZK 5,000","CZK 20,000",Personal,Brick building,,Furnished,4,Yes,No,No,No,No,Yes,No,01. 03. 2022,,Central heating,Middle floor,,60,591,35,745,106,852,126,614,"1,011",345,,,,,,,
684342,"CZK 13,000",50.0485407,14.4883817,Studio,Excellent,38 m²,"CZK 1,500","CZK 29,000",Personal,Prefab concrete building,,Partially furnished,4,No,No,Yes,No,No,Yes,No,17. 09. 2021,,District heating,Middle floor,G,145,328,255,270,61,"1,415",126,353,971,355,Interior,1 to 10 years years,,,,,
161336,"CZK 19,500",50.0603446,14.4488616,2 bedroom,Excellent,70 m²,"CZK 2,900","CZK 44,800",Personal,Brick building,,Partially furnished,2,Yes,No,No,No,No,Yes,No,01. 02. 2020,Standard materials and solutions,District heating,Middle floor,C,27,834,62,281,29,580,364,429,842,250,Overall,1 to 10 years years,,,,,
684879,"CZK 25,000",50.09797,14.39792,1 bedroom with open-plan kitchen,New build,42 m²,CZK 600,"CZK 50,000",Personal,Brick building,,Furnished,6,No,No,No,No,No,Yes,No,01. 02. 2022,,,,G,268,205,138,165,112,227,370,608,498,263,,,,,,,
697041,"CZK 10,200",50.11317,14.47535,Studio,Good,35 m²,"CZK 1,700","CZK 15,000",Personal,Brick building,,Unfurnished,3,No,No,No,No,No,Yes,No,01. 01. 2022,Standard materials and solutions,Central heating,Middle floor,D,147,82,"1,034",185,543,277,"1,232",680,144,,Overall,10 to 30 years years,,,,,
686181,"CZK 22,999",50.09174,14.44246,2 bedroom,Excellent,63 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,,Furnished,2,No,No,Yes,Yes,No,No,No,04. 10. 2021,Premium materials and solutions,Gas boiler,Middle floor,G,208,408,151,207,58,181,363,930,293,284,,1 to 10 years years,,,,,
641351,"CZK 12,500",50.089637,14.465475,1 bedroom,Good,38 m²,CZK 700,"CZK 12,500",Personal,Brick building,,Partially furnished,5,No,No,No,No,No,No,No,Ihned,Standard materials and solutions,Other,,G,120,768,144,69,54,291,622,652,563,217,,,,,,,
600267,"CZK 20,500",50.087709,14.409159,2 bedroom,Excellent,80 m²,"CZK 2,000","CZK 20,500",Personal,Brick building,,Furnished,1,No,Yes,No,No,No,No,No,13. 12. 2021,,,Middle floor,C,338,356,20,334,44,634,392,362,865,216,,,,,,,
697038,"CZK 20,000",50.13785,14.5124,2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 1,000","CZK 40,000",Personal,Brick building,,Partially furnished,2,Yes,Yes,No,No,No,No,No,27. 12. 2021,,,,D,264,355,424,747,180,256,321,791,588,146,,,,,,,
693070,"CZK 12,000",50.13512,14.51009,1 bedroom with open-plan kitchen,Excellent,40 m²,"CZK 4,500","CZK 16,500",Other,Prefab concrete building,,Partially furnished,,No,No,No,No,No,Yes,No,01. 02. 2022,,,Ground floor,G,125,722,292,570,257,201,278,688,331,429,,,,,,,
487074,"CZK 16,000",50.0679582,14.3986123,1 bedroom with open-plan kitchen,Excellent,50 m²,"CZK 4,000","CZK 20,000",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,Yes,No,,,Gas boiler,Middle floor,,223,103,96,468,105,190,312,525,750,307,Overall,,,,,,
697033,"CZK 14,000",50.03535,14.42213,Studio,Excellent,31 m²,"CZK 1,000","CZK 40,000",Personal,Prefab concrete building,,Partially furnished,4,No,No,Yes,No,No,No,No,01. 02. 2022,Standard materials and solutions,Gas boiler,,D,49,992,460,485,539,764,739,"1,039",255,,Overall,10 to 30 years years,,,,,
697032,"CZK 15,500",50.0981894,14.3985813,1 bedroom with open-plan kitchen,Excellent,60 m²,"CZK 3,500","CZK 15,500",Personal,Brick building,,Furnished,,No,No,Yes,No,No,No,No,01. 02. 2022,,,,G,261,202,123,105,108,218,300,604,484,278,,,,,,,
168132,"CZK 15,000",50.0557855,14.4922111,1 bedroom with open-plan kitchen,New build,70 m²,"CZK 4,125","CZK 20,000",Personal,Brick building,Yes,Unfurnished,5,Yes,No,No,No,No,Yes,No,15. 01. 2022,,District heating,,B,130,863,434,"1,267",301,336,329,810,144,329,,1 to 10 years years,,,,,
697027,"CZK 11,000",50.06952,14.46051,1 bedroom,Excellent,38 m²,"CZK 3,000","CZK 140,003",Personal,Brick building,,Partially furnished,4,No,No,No,No,No,No,No,01. 01. 2022,,,,E,267,744,295,418,236,530,371,272,622,365,,,,,,,
696267,"CZK 12,500",50.08297,14.56202,1 bedroom with open-plan kitchen,New build,54 m²,"CZK 2,500","CZK 12,500",Personal,Brick building,Yes,Unfurnished,2,Yes,No,Yes,No,No,Yes,No,01. 02. 2022,,,,A,629,677,784,190,,,,,,,,,,,,,
462928,"CZK 15,900",50.0704997,14.4102303,1 bedroom with open-plan kitchen,Excellent,39 m²,"CZK 3,000","CZK 31,800",Cooperative,Brick building,,Furnished,4,Yes,No,No,No,No,No,No,01. 10. 2021,Premium materials and solutions,Gas boiler,,,364,802,37,278,102,396,831,965,737,224,Overall,,,,,,
687595,"CZK 19,900",50.10629,14.54415,2 bedroom with open-plan kitchen,New build,74 m²,"CZK 4,900","CZK 30,000",Personal,Low-energy building,Yes,Furnished,4,Yes,Yes,No,No,No,Yes,No,23. 01. 2022,Premium materials and solutions,District heating,Middle floor,A,156,600,90,618,228,672,503,344,797,331,,1 to 10 years years,,,,,
696032,"CZK 25,000",50.07848,14.42791,1 bedroom with open-plan kitchen,Excellent,58 m²,"CZK 5,000","CZK 50,000",Personal,Brick building,,Furnished,4,No,No,No,No,Yes,Yes,No,04. 01. 2022,Premium materials and solutions,Central heating,,G,243,661,215,230,104,322,458,539,202,445,Overall,1 to 10 years years,,,,,
696701,"CZK 16,000",50.0886644,14.484117,Studio,New build,38 m²,"CZK 4,000","CZK 16,000",Personal,Prefab concrete building,,Unfurnished,5,No,No,Yes,Yes,Yes,Yes,Yes,20. 12. 2021,Premium materials and solutions,District heating,,B,381,810,423,623,137,666,490,358,355,113,,1 to 10 years years,,,,,
696823,"CZK 12,500",50.0904854,14.4474066,1 bedroom,Good,35 m²,"CZK 3,160","CZK 25,000",Cooperative,Brick building,,Partially furnished,4,Yes,No,Yes,No,No,No,No,01. 01. 2022,,,Top floor,G,288,394,178,570,132,594,130,"1,146",669,286,,,,,,,
693213,"CZK 14,000",50.09892,14.37099,2 bedroom with open-plan kitchen,Good,70 m²,"CZK 6,690","CZK 41,380",Personal,Brick building,,Partially furnished,3,No,No,No,No,No,No,No,01. 12. 2021,Standard materials and solutions,Other,Top floor,G,117,834,274,542,177,5,965,668,748,204,,,,,,,
344561,"CZK 10,000",50.08922,14.46875,1 bedroom with open-plan kitchen,,42 m²,"CZK 5,000","CZK 25,000",Personal,Brick building,,Partially furnished,4,No,No,Yes,No,No,Yes,No,01. 01. 2022,,Other,,,14,676,29,41,8,38,298,407,380,359,,,,,,,
162764,"CZK 14,900",50.0734544149,14.4467500516,1 bedroom with open-plan kitchen,,51 m²,"CZK 3,300","CZK 18,200",Personal,Brick building,,Partially furnished,2,No,No,No,No,No,Yes,No,,Standard materials and solutions,Gas boiler,Middle floor,,326,380,302,620,290,600,557,362,356,207,,10 to 30 years years,,,,,
411505,"CZK 14,500",50.0430896,14.5670661,1 bedroom with open-plan kitchen,New build,54 m²,"CZK 2,500","CZK 17,000",Personal,Brick building,,Partially furnished,6,Yes,No,No,No,No,Yes,No,16. 11. 2019,,District heating,Middle floor,,119,943,194,755,657,232,605,604,"1,214",591,,1 to 10 years years,-1 m²,,,,
431109,"CZK 20,000",50.1203909,14.4542282,2 bedroom with open-plan kitchen,,87 m²,"CZK 4,000",CZK 1,Personal,Brick building,,Unfurnished,2,No,Yes,No,No,No,No,No,,,,,B,452,508,425,629,388,389,682,769,932,712,,,,,,,
129979,"CZK 18,500",50.0775642,14.4239107,2 bedroom,,70 m²,"CZK 4,000","CZK 37,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,16. 01. 2022,Standard materials and solutions,Gas boiler,Middle floor,,173,601,24,304,52,294,218,354,350,291,Interior,10 to 30 years years,,,,,
422240,"CZK 13,000",50.0563801,14.3269444,1 bedroom with open-plan kitchen,Good,66 m²,"CZK 4,000","CZK 14,500",Other,Brick building,,Partially furnished,3,Yes,No,Yes,No,No,No,No,,Standard materials and solutions,District heating,Top floor,G,140,"1,482",433,"1,447",604,"1,116","1,415","1,042",643,516,Exterior,10 to 30 years years,,,,,
696692,"CZK 18,000",50.12786,14.42665,3 bedroom,Excellent,75 m²,"CZK 3,000","CZK 25,000",Personal,Prefab concrete building,,Partially furnished,4,No,No,No,Yes,Yes,Yes,No,17. 01. 2022,Standard materials and solutions,District heating,Middle floor,C,317,735,495,818,576,563,237,584,669,219,Overall,,,,,,
539166,"CZK 19,900",50.0687475,14.369905,1 bedroom with open-plan kitchen,Excellent,79 m²,"CZK 4,700","CZK 19,900",Personal,Brick building,,Furnished,4,No,No,Yes,No,No,No,Yes,01. 02. 2022,Premium materials and solutions,Central heating,,B,191,545,61,292,127,184,227,"1,175",547,253,,,,,,,
401191,"CZK 13,000",50.0619233,14.3906311,1 bedroom,Excellent,58 m²,"CZK 4,500","CZK 17,500",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,01. 01. 2022,Standard materials and solutions,Central heating,Ground floor,G,86,776,448,563,43,"1,085",747,114,652,115,,10 to 30 years years,,,,,
696678,"CZK 23,000",50.0812,14.50015,1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,500","CZK 30,000",Personal,Brick building,,Furnished,7,No,Yes,No,No,Yes,Yes,No,02. 01. 2022,,,,D,72,198,52,26,89,131,243,554,834,24,,,,,,,
696453,"CZK 24,225",50.09912,14.43261,1 bedroom with open-plan kitchen,Excellent,61 m²,"CZK 3,020","CZK 48,450",Personal,Brick building,,Partially furnished,4,No,No,Yes,No,No,Yes,No,20. 12. 2021,,,,A,54,722,20,64,99,38,187,"1,475",177,471,,,,,,,
696668,"CZK 12,500",50.1269291,14.44012,1 bedroom with open-plan kitchen,Excellent,43 m²,"CZK 2,800","CZK 25,000",Personal,Prefab concrete building,,Partially furnished,2,No,No,Yes,No,No,No,No,20. 12. 2021,,,,G,315,957,502,"1,017",503,454,745,634,424,143,,,,,,,
696664,"CZK 13,000",50.02838,14.59518,1 bedroom with open-plan kitchen,New build,47 m²,"CZK 3,000","CZK 30,000",Personal,Brick building,,Partially furnished,2,No,No,No,Yes,No,Yes,Yes,20. 12. 2021,,,,G,202,509,229,618,203,481,927,898,"1,134",325,,,,,,,
685106,"CZK 16,500",50.06662,14.42307,Studio,New build,33 m²,"CZK 3,800","CZK 20,300",Personal,Brick building,,Furnished,5,Yes,No,No,No,No,No,No,01. 12. 2021,,,,B,114,989,23,10,23,31,353,549,399,398,,,,,,,
685115,"CZK 22,000",50.06636,14.42333,1 bedroom with open-plan kitchen,New build,50 m²,"CZK 5,200","CZK 27,200",Personal,Brick building,,Furnished,4,No,No,No,Yes,Yes,Yes,Yes,01. 12. 2021,,,,B,165,981,117,149,162,109,492,669,487,409,,,,,,,
690891,"CZK 23,000",50.06216,14.40221,2 bedroom with open-plan kitchen,Excellent,80 m²,"CZK 3,500","CZK 20,000",Personal,Brick building,,Furnished,2,No,Yes,No,No,No,No,No,31. 01. 2022,,Central heating,,G,35,616,97,"1,044",126,162,754,764,905,664,,1 to 10 years years,20 m²,,,,
689775,"CZK 23,000",50.10396,14.43448,3 bedroom,Good,105 m²,"CZK 5,000","CZK 23,000",Cooperative,Brick building,,Unfurnished,3,No,No,Yes,No,No,Yes,No,01. 01. 2022,,,,B,296,913,188,465,166,202,487,363,890,,,,,,,,
685923,"CZK 18,000",50.07651,14.46514,1 bedroom with open-plan kitchen,Excellent,51 m²,"CZK 3,000","CZK 36,000",Personal,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,30. 09. 2021,,Gas boiler,Raised ground floor,G,240,452,261,559,83,494,193,626,204,215,Overall,,,,,,
537113,"CZK 16,000",50.0865285,14.4610654,Studio,Excellent,44 m²,"CZK 2,000",,Personal,Brick building,,Partially furnished,3,Yes,No,No,No,No,No,Yes,01. 01. 2022,Premium materials and solutions,,,C,56,460,43,579,270,433,366,402,534,255,,1 to 10 years years,,,,,
569457,"CZK 8,500",50.0376735,14.4201998,Studio,,28 m²,"CZK 2,500","CZK 11,000",Personal,Brick building,Yes,Furnished,,No,No,No,No,No,No,No,02. 01. 2022,,Gas boiler,,C,344,874,719,406,819,646,559,419,,,Overall,,7 m²,,,,
692955,"CZK 13,000",50.0376426,14.3402209,3 bedroom,Good,73 m²,"CZK 5,700","CZK 20,000",Cooperative,Prefab concrete building,,Partially furnished,6,No,No,No,No,No,No,No,19. 12. 2021,,,,G,429,378,106,996,254,375,229,314,263,203,,,,,,,
691470,"CZK 14,200",50.07177,14.39468,1 bedroom,Good,40 m²,"CZK 2,300","CZK 16,500",Personal,Brick building,,Furnished,1,No,No,No,No,No,No,No,20. 12. 2021,,,,C,149,723,141,482,165,632,328,"1,197",728,433,,,,,,,
696586,"CZK 12,000",50.08349,14.37506,1 bedroom,Excellent,45 m²,"CZK 1,600","CZK 13,600",Other,Brick building,,Partially furnished,1,No,No,No,No,No,No,No,01. 01. 2022,,,,G,245,914,207,414,108,384,304,639,366,498,,,,,,,
696617,"CZK 11,950",50.10608,14.4905,Studio,Excellent,30 m²,CZK 950,"CZK 20,000",Personal,Brick building,,Partially furnished,5,No,No,No,No,No,Yes,No,19. 12. 2021,,Electric boiler,Middle floor,C,184,143,6,326,135,425,130,356,84,98,Overall,,,,,,
418208,"CZK 11,000",50.1304207,14.4939817,Studio,,26 m²,"CZK 3,000","CZK 18,000",Cooperative,Other,,Furnished,2,Yes,No,Yes,No,No,Yes,No,,,,,C,411,"1,094",257,"1,068",685,531,593,519,"1,238",102,,1 to 10 years years,,,,,
273648,"CZK 16,500",50.089521,14.4222709,2 bedroom,Excellent,60 m²,"CZK 1,300","CZK 20,000",Personal,Brick building,,Partially furnished,1,No,No,Yes,No,No,No,No,,,Gas boiler,Ground floor,,129,395,20,55,43,72,126,183,248,267,Exterior,,,,,,
696578,"CZK 16,000",49.9618803,14.3946232,Studio,Excellent,53 m²,"CZK 1,000","CZK 16,000",Personal,Brick building,,Unfurnished,1,No,No,No,No,Yes,No,No,01. 01. 2022,,,,G,260,593,"1,177","1,363","1,185",875,"1,293",,,,,,,,,,
696397,"CZK 18,000",50.07799,14.42672,1 bedroom with open-plan kitchen,Excellent,42 m²,"CZK 2,800","CZK 18,000",Personal,Brick building,,Furnished,2,No,No,No,No,No,No,No,17. 12. 2021,,,,G,109,731,75,282,110,180,323,424,224,330,,,,,,,
696159,"CZK 14,000",50.1333611,14.5098087,1 bedroom with open-plan kitchen,New build,52 m²,"CZK 3,500","CZK 14,000",Personal,Other,,Partially furnished,2,Yes,No,No,No,No,No,Yes,01. 01. 2022,,,,G,89,846,344,428,408,412,222,356,241,107,,,,,,,
429687,"CZK 13,500",50.1299316,14.4847606,3 bedroom,Excellent,72 m²,"CZK 3,600","CZK 13,500",Personal,Prefab concrete building,,Partially furnished,7,Yes,No,No,No,No,No,No,01. 10. 2021,Standard materials and solutions,District heating,Top floor,C,238,"1,269",431,"1,304",324,423,162,808,"1,030",119,Exterior,30 to 50 years years,,,,,
