Price,Fees,Listing ID,Layout,Avaliable from,Floor space,Fully furnished,Floor,Lift,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balcony,Terrace,Refundable security deposit,Building type,Condition,EPC,Ownership,Reconstruction,Heating,Designe,Cellar,Garage,Parking,Enclosed balcony,Age,New-build,Plot type,Administrative fee,"You will rent this apartment for approximately CZK 26,625 CZK"
"CZK 19,500","CZK 3,500",726997,2+kk,8/1/2022,55 m²,Partly,2,1.0,207.73,569.54,301.26,370.44,171.38,378.02,505.22,643.85,770.01,187.08,Prague - Libeň,50.1252,14.46909,1.0,,"CZK 23,000",Other,New-build,,Personal,,Central,,,,,,,1.0,,,
"CZK 32,000",CZK 740,238692,4+kk,7/22/2022,146 m²,Partly,2,,109.74,980.99,386.17,954.65,148.18,1005.58,631.08,500.51,373.2,376.53,"Hornoměcholupská, Prague - Hostivař",50.0521645,14.5301399,,,"CZK 64,000",Brick,Good,C,Personal,Complete,,Standard,1.0,,,,,,,,
"CZK 12,800","CZK 2,700",574714,Studio,8/1/2022,42 m²,Fully furnished,5,1.0,379.23,661.81,1037.58,1240.77,249.85,777.99,1026.42,950.71,146.76,248.94,Prague - Letňany,50.1409392,14.5191286,1.0,,"CZK 25,600",Brick,New-build,B,Personal,,,,,,,,,,,,
"CZK 13,000","CZK 2,500",590293,1 bedroom,9/15/2022,51 m²,Unfurnished,2,,218.33,1184.27,448.07,1303.99,475.2,803.27,237.91,844.41,25.88,443.91,"Farní, Prague - Střešovice",50.090311,14.375801,1.0,,"CZK 13,000",Brick,Good,G,Personal,Interior,Electric boiler,Standard,,,,,Over 50 years,,,,
"CZK 13,500","CZK 2,500",726978,2+kk,8/1/2022,41 m²,Fully furnished,2,1.0,345.76,1348.19,328.31,1230.95,687.87,1006.18,257.37,468.69,441.06,128.71,Prague - Modřany,50.01287,14.42559,,,"CZK 32,000",Prefab concrete,Good,G,,,,,,,,,,,,,
"CZK 35,000","CZK 7,500",726113,4+kk,7/17/2022,116 m²,Partly,3,1.0,213.16,1557.4,113.33,1597.38,167.25,156.32,725.71,314.88,1252.41,63.57,Prague - Hostivař,50.04466,14.51691,1.0,,"CZK 70,000",Brick,Very good,C,Personal,,Central,,1.0,1.0,1.0,,,,,,
"CZK 25,500","CZK 2,000",725831,3+1,7/14/2022,80 m²,Partly,4,,388.09,370.72,221.81,343.13,41.23,618.21,375.66,616.81,682.72,239.59,Prague - Malá Strana,50.08615,14.40739,,,"CZK 27,500",Brick,Very good,G,,Interior,Electric boiler,Standard,,,,,Up to 10 years,,,,
"CZK 29,000","CZK 5,500",725046,2+kk,7/7/2022,54 m²,Fully furnished,3,1.0,441.44,971.43,309.93,421.2,237.01,684.16,649.78,685.27,724.98,724.25,Prague - Žižkov,50.0865,14.44125,1.0,,"CZK 59,000",Brick,Very good,G,Personal,Complete,,Luxurious,,,,,,,,,
"CZK 14,900","CZK 2,500",207834,Studio,9/1/2022,43 m²,Fully furnished,2,1.0,431.03,856.99,22.4,744.45,393.24,483.19,256.12,739.07,1736.32,530.39,"Za zámečkem, Prague - Jinonice",50.054243,14.3533848,1.0,,"CZK 20,000",Brick,Very good,C,Personal,,,Standard,1.0,,,,10 to 30 years,,,,
"CZK 30,000",CZK 0,670901,3+1,8/20/2022,86 m²,Fully furnished,5,1.0,42.06,109.28,108.48,117.56,60.75,316.65,338.04,399.4,594.48,747.7,"Italská, Prague - Vinohrady",50.07689,14.43564,,,"CZK 35,000",Brick,Very good,C,Personal,Complete,,Luxurious,,,,,,,,,
"CZK 55,000",CZK 133,711719,2+kk,8/1/2022,99 m²,Fully furnished,4,1.0,,,,,,,,,,,"Francouzská, Prague - Vinohrady",50.07202,14.44518,1.0,,"CZK 110,000",Brick,Very good,A,Personal,,,,,,,,,1.0,,,
"CZK 9,995",CZK 1,614674,Studio,8/15/2022,45 m²,Partly,3,,473.56,1254.32,605.44,1035.59,947.56,1156.68,545.39,574.88,1519.13,309.4,"Křemenná, Prague - Uhříněves",50.037252,14.594891,,,"CZK 19,000",Brick,New-build,A,Personal,,,,,,1.0,,,1.0,,,
"CZK 18,000","CZK 3,500",281184,2 bedroom,7/15/2022,59 m²,Fully furnished,3,,165.18,743.39,393.65,446.86,317.32,429.18,230.19,392.21,907.09,231.17,"U Petřin 3, Prague - Břevnov",50.0862671,14.3412943,,,"CZK 30,000",Prefab concrete,,,Personal,Complete,,,1.0,,,,,,,,
"CZK 15,000","CZK 3,000",51458,Studio,9/1/2022,32 m²,Fully furnished,3,1.0,373.29,594.25,405.29,546.15,231.64,662.61,486.14,444.54,304.31,615.44,"Na Kopečku, Prague - Libeň",50.0998089,14.4716108,1.0,,"CZK 15,000",Brick,,,Personal,,,,,,,,Up to 10 years,,,,
"CZK 16,000","CZK 3,500",705981,2+kk,9/1/2022,46 m²,Partly,1,1.0,124.98,538.05,121.55,184.75,182.23,558.84,300.08,228.47,431.04,520.36,"Štítného, Prague - Žižkov",50.085145490135,14.451201540531,,,"CZK 30,000",Other,Very good,C,Personal,Complete,Other,Standard,,,,,Up to 10 years,,,,
"CZK 23,000","CZK 2,000",518410,1 bedroom,9/1/2022,37 m²,Fully furnished,3,1.0,191.16,458.7,279.18,473.61,112.35,441.3,185.34,180.62,590.57,847.55,"Mánesova, Prague - Vinohrady",50.0795062,14.4344505,,,"CZK 25,000",Brick,,,Personal,,,,1.0,,,,,,,,
"CZK 11,000","CZK 4,000",722428,1 bedroom,8/1/2022,31 m²,Partly,6,,122.96,512.95,144.57,811.18,323.7,71.33,239.39,721.53,271.07,155.23,Prague - Záběhlice,50.05717,14.49623,,,"CZK 30,000",Prefab concrete,Good,G,,,,,,,,1.0,,,,,
"CZK 15,000","CZK 6,800",726870,3+kk,8/1/2022,65 m²,Partly,5,1.0,438.95,1086.05,335.97,3163.21,264.45,1208.91,1103.3,209.47,2081.26,139.94,Prague - Čakovice,50.15683,14.51583,1.0,1.0,"CZK 30,000",Prefab concrete,Good,B,,,,,1.0,1.0,,,,,,,
"CZK 12,000","CZK 3,000",709885,1 bedroom,8/1/2022,37 m²,Partly,1,1.0,165.17,249.88,164.4,240.1,103.38,251.14,487.12,470.61,437.54,263.39,"Bassova, Prague - Vysočany",50.10895,14.49978,,,"CZK 12,000",Prefab concrete,Very good,C,Personal,,,,,,,,,,,,
"CZK 16,000","CZK 1,700",372458,2+kk,8/1/2022,47 m²,Partly,2,1.0,96.9,240.13,31.3,88.14,59.09,109.35,248.58,275.21,564.15,327.9,"Štefánikova, Prague - Smíchov",50.0769418,14.4042068,,,"CZK 31,000",Brick,,,Personal,Complete,,,1.0,,,,,,,,
"CZK 15,000","CZK 4,000",700427,Studio,8/1/2022,40 m²,Fully furnished,4,1.0,242.41,959.58,107.42,884.69,544.13,392.0,459.15,335.74,1075.44,127.48,"Makedonská, Prague - Střížkov",50.12964,14.49304,,,"CZK 38,000",Brick,New-build,B,Other,,Central,,,,,1.0,Up to 10 years,1.0,Housing,,
"CZK 22,000","CZK 5,000",131474,2+kk,9/1/2022,64 m²,Fully furnished,6,1.0,161.62,207.64,86.06,137.14,73.03,80.74,397.84,733.04,245.51,397.15,"Sochařská, Prague - Bubeneč",50.1008477,14.4247118,1.0,,"CZK 44,000",Brick,Very good,,Personal,Complete,,Luxurious,1.0,,,,10 to 30 years,,,,
"CZK 19,500","CZK 4,500",652153,Studio,7/21/2022,20 m²,Fully furnished,3,1.0,203.12,501.16,103.26,445.67,8.74,239.25,220.23,444.7,768.67,492.57,"Fügnerovo náměstí, Prague - Nové Město",50.071528,14.430216,,,"CZK 3,000",Brick,Very good,C,Personal,Complete,Central,Luxurious,,1.0,1.0,,Up to 10 years,,,,
"CZK 9,500","CZK 2,500",725957,Small studio,7/15/2022,20 m²,Fully furnished,2,,6.13,1142.27,634.69,818.33,746.52,711.11,579.27,699.97,377.71,338.38,Prague - Smíchov,50.07075,14.36128,,,"CZK 12,000",Brick,Good,A,,Exterior,,,,,,,10 to 30 years,,,,
"CZK 11,990","CZK 2,092",726829,Studio,8/1/2022,35 m²,Fully furnished,3,1.0,170.44,480.14,565.54,2721.77,474.46,497.8,883.73,634.24,1832.46,7.59,"Ouholická, Prague - Čimice",50.14279472222,14.43251361111,,,"CZK 14,082",Prefab concrete,Very good,G,Personal,,,,,,,,,,,"CZK 14,082",
"CZK 22,000","CZK 3,500",483911,3+kk,9/1/2022,75 m²,Fully furnished,1,,115.92,936.79,0.48,326.58,55.96,383.18,646.84,567.82,385.69,319.37,"Jaromírova, Prague - Nusle",50.0648538,14.4258808,,,"CZK 33,000",Brick,Very good,G,Personal,,,,,,,,,,,,
"CZK 12,000","CZK 3,000",697696,2+kk,1/3/2022,43 m²,Partly,10,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.03225,14.55993,,,"CZK 20,000",Prefab concrete,Very good,C,Personal,,,,,,1.0,,,,,,
"CZK 19,500","CZK 4,500",521592,2+kk,7/21/2022,45 m²,Fully furnished,2,1.0,264.81,630.36,77.75,423.83,53.68,316.22,335.47,95.79,305.09,328.38,"U Kanálky, Prague - Vinohrady",50.0781932,14.4457107,,,"CZK 24,000",Brick,,,Personal,Complete,,Luxurious,,,,,Up to 10 years,,,,
"CZK 14,990","CZK 1,159",726804,2+kk,8/1/2022,44 m²,Partly,4,1.0,138.64,448.1,58.81,343.85,187.04,262.78,135.57,350.56,512.64,283.15,"Táboritská, Prague - Žižkov",50.08279166666,14.45512555555,,,"CZK 16,149",Brick,Good,G,Personal,,,,,,,,,,,"CZK 16,149",
"CZK 14,000","CZK 2,000",726803,Studio,7/21/2022,31 m²,Fully furnished,1,,226.3,187.83,542.13,565.59,135.91,97.63,346.21,903.07,605.79,207.38,Prague - Letňany,50.13751,14.51429,,,"CZK 28,000",Brick,Very good,G,,,,,1.0,,,,,,,,
"CZK 27,000","CZK 6,000",726802,3+1,8/10/2022,104 m²,Unfurnished,1,,30.99,580.65,82.43,202.75,110.34,513.64,715.01,279.02,587.09,176.4,Prague - Dejvice,50.10052,14.39031,1.0,,"CZK 35,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 20,500","CZK 2,800",725572,2+kk,8/1/2022,58 m²,Fully furnished,2,,337.03,1072.93,226.01,998.03,650.5,486.61,572.49,449.08,1170.05,93.25,Prague - Střížkov,50.13037,14.49293,1.0,,"CZK 25,000",Other,New-build,C,,,,,,,,,,,,,
"CZK 27,000","CZK 4,000",505291,3+kk,7/16/2022,90 m²,Fully furnished,3,,187.95,624.64,204.68,139.53,71.66,354.48,657.22,652.43,597.88,284.97,"Roháčova, Prague - Žižkov",50.089085710287,14.464336103735,,,"CZK 27,000",Brick,Very good,B,Personal,,Gas boiler,Standard,1.0,,,,Up to 10 years,,,,
"CZK 8,000","CZK 2,680",726793,3+kk,8/1/2022,85 m²,Partly,1,,122.52,1022.45,639.4,1382.08,404.72,1012.1,838.56,744.64,1143.79,247.53,Prague - Braník,50.04025,14.42222,,1.0,CZK 0,Brick,Good,C,,,,,,,,,,,,,
"CZK 15,990","CZK 3,373",726790,3+kk,7/31/2022,75 m²,Unfurnished,2,1.0,169.28,947.1,230.58,1039.31,457.15,249.74,224.32,259.26,442.17,157.99,"Jana Růžičky, Prague - Kunratice",50.02138388888,14.49002138888,1.0,,"CZK 19,363",Prefab concrete,Very good,C,Personal,,,,,,,,,,,"CZK 19,363",
"CZK 22,000","CZK 5,952",726780,3+kk,10/1/2022,64 m²,Fully furnished,4,1.0,345.23,623.49,250.81,666.17,543.85,826.38,191.26,253.62,543.85,183.03,Prague - Malešice,50.08374,14.49535,1.0,,"CZK 20,000",Prefab concrete,Good,C,,,,,1.0,,,,,,,,
"CZK 14,000","CZK 1,900",726694,Studio,7/20/2022,35 m²,Fully furnished,3,1.0,415.17,850.98,228.76,530.62,461.38,956.51,312.89,220.8,890.33,366.17,Prague - Nusle,50.05556,14.44671,,,"CZK 14,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000",726778,2+kk,7/21/2022,59 m²,Partly,4,1.0,506.52,965.15,817.88,1056.93,874.33,917.23,1049.19,822.05,1590.49,873.76,Prague - Uhříněves,50.03346,14.58766,1.0,,"CZK 30,000",Prefab concrete,Very good,G,Personal,,,Standard,1.0,,,,10 to 30 years,,,,
"CZK 12,200","CZK 2,700",725997,2+kk,7/16/2022,32 m²,Partly,2,,282.69,676.89,212.75,293.6,327.61,333.38,348.68,212.45,1120.05,292.46,Prague - Veleslavín,50.08971,14.34073,,,"CZK 15,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 19,500","CZK 5,800",726774,2+kk,7/21/2022,56 m²,Partly,1,1.0,476.25,1252.23,589.77,904.96,375.21,638.49,345.35,710.99,1044.22,222.85,Prague - Háje,50.02447,14.52712,1.0,,"CZK 39,000",Low-energy,New-build,B,,,Central,,1.0,1.0,,,Up to 10 years,1.0,,,
"CZK 13,000","CZK 4,000",726777,Small studio,8/31/2022,20 m²,Partly,1,,476.01,1797.91,1520.88,1790.57,730.58,1278.75,570.77,1430.11,944.43,214.45,Prague - Hodkovičky,50.02584,14.40784,,,"CZK 17,000",Brick,New-build,G,,,,,,,1.0,,,1.0,,,
"CZK 25,500","CZK 4,000",611255,2+kk,9/1/2022,85 m²,Partly,2,,228.14,583.81,118.21,272.29,4.57,92.92,188.84,737.14,215.8,175.76,"Mařákova, Prague - Dejvice",50.098672,14.403115,,,"CZK 60,000",Brick,Very good,G,Personal,Complete,Gas boiler,Luxurious,,,,,Up to 10 years,,,,
"CZK 32,000","CZK 3,000",274535,4+kk,6/13/2022,115 m²,Unfurnished,5,,268.89,361.67,324.24,338.71,244.49,188.79,798.6,134.56,640.61,219.58,"Generála Píky, Prague - Dejvice",50.0983156,14.3920081,1.0,,"CZK 50,000",Brick,,G,Personal,Interior,,,1.0,,1.0,,Over 50 years,,,,
"CZK 18,500","CZK 3,200",726712,2+kk,9/1/2022,48 m²,Fully furnished,3,,377.27,458.36,113.27,344.31,202.32,382.95,340.1,554.87,710.09,366.4,Prague - Žižkov,50.0818,14.45229,,,"CZK 18,500",Brick,Very good,G,Personal,,Gas boiler,,,,,,,,,,
"CZK 10,500","CZK 2,500",726727,1 bedroom,7/21/2022,32 m²,Partly,4,1.0,335.07,589.94,203.34,490.57,272.38,255.37,249.48,103.14,1050.25,44.47,Prague - Střížkov,50.12665,14.49526,,,"CZK 21,000",Prefab concrete,Good,G,,,,,,,,1.0,,,,,
"CZK 13,000","CZK 4,000",726726,2 bedroom,8/1/2022,54 m²,Partly,4,1.0,285.16,370.51,360.23,448.24,235.12,366.46,776.47,868.53,680.09,215.76,Prague - Záběhlice,50.0545,14.51377,,,"CZK 17,000",Prefab concrete,Good,G,,Bathroom unit,Central,,1.0,,,1.0,30 - 50 years,,,,
"CZK 22,000","CZK 3,000",726719,2 bedroom,7/20/2022,54 m²,Partly,1,,207.27,1557.89,131.92,938.53,269.58,1472.06,701.47,365.52,399.67,247.03,Prague - Liboc,50.0918,14.32846,,,"CZK 22,000",Brick,Very good,G,,,,,1.0,,1.0,,,,,,
"CZK 23,000","CZK 1,800",726711,3+kk,7/20/2022,80 m²,Partly,4,1.0,300.87,874.78,169.37,280.63,51.78,528.14,649.99,565.19,776.48,568.23,Prague - Žižkov,50.08594,14.43948,,,"CZK 46,000",Brick,Good,G,,,,,,1.0,,,,,,,
"CZK 11,900","CZK 3,000",617653,Studio,7/23/2022,31 m²,Fully furnished,,1.0,152.22,1042.16,136.95,723.59,474.95,848.23,269.24,2117.47,1099.66,20.47,"Míšovická, Prague - Zličín",50.05692975,14.28357805,,,"CZK 20,000",Brick,New-build,B,Personal,,Central,,1.0,1.0,1.0,,Up to 10 years,1.0,,,
"CZK 14,000","CZK 2,500",726703,1 bedroom,8/1/2022,43 m²,Partly,2,,127.71,1008.93,345.04,790.83,220.19,759.09,476.6,451.2,657.14,226.68,Prague - Nusle,50.05823,14.44272,,,"CZK 28,000",Brick,Very good,G,,,,,,,,,,,,,
"CZK 16,000","CZK 3,000",726701,Small studio,7/20/2022,30 m²,Partly,2,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,,,"CZK 16,000",Brick,Very good,G,,,,,1.0,,,,,,,,
"CZK 18,000","CZK 3,300",604273,2+kk,7/20/2022,61 m²,Partly,1,,45.95,1093.17,702.03,2199.64,255.82,1187.69,725.05,1617.73,372.2,860.89,"Drnovská, Prague - Ruzyně",50.082872,14.310397,1.0,,"CZK 20,000",Brick,Very good,B,Personal,,Gas boiler,,,,1.0,,Up to 10 years,,,,
"CZK 14,900","CZK 3,600",726688,1 bedroom,7/20/2022,39 m²,Partly,4,,247.2,509.85,279.35,288.49,304.6,290.19,538.66,721.57,788.84,306.27,Prague - Libeň,50.12064,14.45436,,1.0,"CZK 20,000",Brick,Very good,G,Cooperative,,Central,Standard,1.0,,,,,,,,
"CZK 13,800","CZK 2,500",726686,Small studio,9/1/2022,30 m²,Partly,4,1.0,150.49,1046.7,79.93,248.94,178.51,293.03,143.94,630.82,507.58,740.54,Prague - Holešovice,50.09981,14.43615,,,"CZK 15,000",Brick,Very good,G,,,,,1.0,,,,,,,,
"CZK 11,900","CZK 3,100",717173,Studio,9/1/2022,40 m²,Partly,1,,659.09,2881.74,635.99,2740.27,638.07,2679.02,2052.09,2158.33,1733.09,806.12,"Palmetová, Prague - Komořany",49.98546,14.40753,,1.0,"CZK 15,000",Brick,New-build,G,Personal,,,,,,1.0,,,1.0,,,
"CZK 15,000","CZK 4,500",726668,2+kk,8/14/2022,43 m²,Partly,4,1.0,145.09,591.38,292.24,889.6,399.45,186.08,315.13,845.68,201.27,184.54,Prague - Záběhlice,50.05742,14.49519,,,"CZK 20,000",Prefab concrete,Very good,G,,,,,,,,,,,,,
"CZK 20,500","CZK 4,500",726634,2+kk,8/1/2022,65 m²,Fully furnished,2,1.0,53.38,405.58,47.34,161.93,21.47,280.04,433.15,238.4,223.86,678.8,Prague - Smíchov,50.07216,14.4068,,,"CZK 25,000",Brick,Very good,E,,,,,,1.0,1.0,,,,,,
"CZK 16,250","CZK 3,500",388959,1 bedroom,9/1/2022,49 m²,Partly,1,,122.32,826.95,490.66,525.72,59.97,508.04,509.27,554.18,1182.14,310.03,Prague - Břevnov,50.0874176,14.338491,,,"CZK 32,500",Brick,,,Personal,Complete,Central,Luxurious,,,,,,,,,
"CZK 27,000","CZK 3,000",725907,1 bedroom,7/20/2022,27 m²,Fully furnished,3,,200.51,407.37,72.96,275.48,12.97,109.41,427.03,435.74,261.27,352.53,Prague - Karlín,50.09179,14.44168,1.0,1.0,"CZK 27,000",Brick,Very good,G,,Complete,Central,Luxurious,,,,,,,,,
"CZK 16,500","CZK 5,500",581083,3+kk,8/1/2022,56 m²,Unfurnished,4,,12.93,584.69,279.92,529.49,138.63,489.78,263.04,380.49,337.99,632.92,"Husitská, Prague - Žižkov",50.086617,14.447053,,,"CZK 16,500",Brick,Very good,G,Personal,,,,,,,,,,,,
"CZK 31,000","CZK 4,000",630609,3+1,9/1/2022,120 m²,Fully furnished,3,1.0,94.56,19.56,183.86,41.41,62.81,238.2,334.32,474.78,487.22,640.45,"Italská, Prague - Vinohrady",50.076241,14.434832,1.0,,"CZK 35,000",Brick,Very good,G,Personal,,Central,Standard,,,,,,,,,
"CZK 15,000","CZK 5,000",726597,2+kk,7/20/2022,43 m²,Unfurnished,3,,118.75,868.69,119.84,295.64,156.78,278.87,440.96,884.18,213.58,479.63,Prague - Dejvice,50.09855,14.40662,,,"CZK 30,000",Brick,Good,G,,,,,,,,,,,,,
"CZK 10,500","CZK 4,500",652174,2+kk,9/1/2022,43 m²,Partly,6,1.0,123.49,1093.35,507.3,1191.49,86.25,965.89,252.17,125.15,490.24,18.46,"Jakobiho, Prague - Petrovice",50.032251,14.559848,,,"CZK 15,000",Low-energy,Good,G,Personal,,Distance,,1.0,,1.0,,,,,,
"CZK 17,900","CZK 3,000",610315,2+kk,8/1/2022,50 m²,,4,1.0,224.27,661.77,250.27,1036.34,270.86,440.41,130.68,352.96,1134.79,502.75,"Plzeňská, Prague - Košíře",50.070903,14.383151,,,"CZK 36,000",Brick,New-build,C,Personal,,Central,,1.0,1.0,,,,,,,
"CZK 17,500","CZK 3,500",726579,2 bedroom,10/1/2022,52 m²,Partly,5,1.0,289.99,845.36,152.24,549.72,133.45,625.56,433.23,533.28,540.92,121.18,Prague - Bubeneč,50.10223,14.4038,,,"CZK 20,000",Brick,Very good,D,,,,,1.0,,,,,,,,
"CZK 14,500","CZK 5,500",535787,2+kk,9/1/2022,45 m²,Partly,4,1.0,400.69,581.2,115.56,801.04,107.93,474.58,190.59,822.58,484.6,103.39,"Hrabákova, Prague - Chodov",50.0296401,14.4837704,,,"CZK 20,000",Prefab concrete,,,Personal,Complete,,,,,,,,,,,
"CZK 11,500","CZK 3,500",726509,2+kk,7/20/2022,43 m²,Partly,4,1.0,198.83,809.12,162.78,351.55,170.27,353.71,386.01,173.21,1711.32,229.11,Prague - Stodůlky,50.04951,14.35047,,,"CZK 23,000",Prefab concrete,Good,G,Personal,,Central,,1.0,,1.0,,,,,,
"CZK 13,200","CZK 2,200",726564,Studio,8/1/2022,30 m²,Fully furnished,10,,334.08,987.47,655.32,611.39,665.74,666.9,338.63,743.64,662.26,207.4,Prague - Stodůlky,50.04112,14.31989,1.0,,"CZK 20,000",Brick,New-build,B,,,,,1.0,,,,,,,,
"CZK 13,500","CZK 1,500",415497,Studio,8/1/2022,24 m²,Partly,4,,232.84,1024.63,101.62,302.23,66.83,125.14,346.79,301.25,401.11,327.19,"Buchovcova, Prague - Žižkov",50.0905227,14.4724595,1.0,,"CZK 15,000",Brick,,,Personal,,,,,,,,,,,,
"CZK 15,000","CZK 5,500",726506,2+kk,7/19/2022,44 m²,Partly,13,1.0,215.93,295.36,218.93,2616.52,271.82,262.51,304.72,1672.13,1318.21,146.24,Prague - Ruzyně,50.08964,14.30656,1.0,,"CZK 30,000",Prefab concrete,Very good,G,,Complete,Central,,,,1.0,,,,,,
"CZK 14,000",CZK 0,726501,Small studio,8/1/2022,29 m²,Partly,2,1.0,182.5,605.65,164.8,602.96,170.94,422.38,496.93,127.01,693.43,59.53,Prague - Hlubočepy,50.03114,14.37105,,,"CZK 14,000",Prefab concrete,Good,G,,,,,,,,,,,,,
"CZK 16,000","CZK 6,500",726483,2+kk,7/19/2022,61 m²,Partly,1,1.0,300.04,508.32,336.88,637.4,193.96,610.62,115.03,232.53,370.25,191.83,Prague - Vinohrady,50.07344,14.44654,,,"CZK 30,000",Brick,Very good,G,Personal,,Central,,1.0,,,,,,,,
"CZK 20,000","CZK 4,000",490650,2 bedroom,9/1/2022,60 m²,Fully furnished,2,,222.28,914.17,194.12,545.04,399.08,272.21,272.34,642.3,210.38,158.47,"Pivovarnická, Prague - Libeň",50.109402009611,14.474792266132,,,"CZK 20,000",Brick,,C,Personal,Complete,,Standard,,,,,,,,,
"CZK 15,000","CZK 4,000",726495,2+kk,7/19/2022,48 m²,Fully furnished,1,,168.52,601.11,188.98,427.62,114.89,345.84,262.68,771.05,114.89,162.44,Prague - Nusle,50.06141,14.43832,,1.0,"CZK 30,000",Brick,Very good,F,,,,,,,,,,,,,
"CZK 23,000","CZK 3,000",725839,2+kk,7/14/2022,72 m²,Fully furnished,2,,101.52,2185.38,1619.87,2958.42,328.37,2921.25,2581.95,2236.24,2935.96,218.67,Prague - Nedvězí u Říčan,50.01682,14.65416,,,"CZK 46,000",Low-energy,New-build,B,,,,,,,1.0,,,1.0,,,
"CZK 27,000","CZK 3,000",724897,3+1,8/1/2022,99 m²,Partly,2,,1.37,432.51,45.59,166.58,20.13,306.96,502.42,265.32,250.78,683.46,Prague - Smíchov,50.07251,14.40769,1.0,,"CZK 60,000",Brick,Good,G,,,,,1.0,,1.0,,,,,,
"CZK 15,000","CZK 2,000",480743,Studio,7/1/2022,43 m²,Unfurnished,4,1.0,204.9,251.55,125.07,364.98,282.63,259.02,847.82,736.32,692.68,223.49,"Soukalova, Prague - Modřany",50.0038161,14.4155874,1.0,,"CZK 17,000",Brick,New-build,,Personal,,Distance,Standard,,1.0,1.0,,Up to 10 years,1.0,,,
"CZK 19,000","CZK 3,500",715217,2+kk,5/1/2022,37 m²,Partly,1,,124.02,1124.46,421.65,753.55,655.3,1203.3,1300.79,1112.93,1125.9,259.97,"Špačkova, Prague - Suchdol",50.13348,14.36849,1.0,,"CZK 22,500",Brick,Very good,B,Personal,,,Standard,,1.0,,,,,,,
"CZK 7,000","CZK 2,000",635073,Small studio,3/20/2021,20 m²,Partly,1,,216.36,1299.7,1149.66,1953.19,500.36,1050.51,1087.91,1406.68,1547.89,484.38,"Božanovská, Prague - Horní Počernice",50.105394,14.606666,,,"CZK 9,000",Brick,Good,G,Personal,,Central,,,,,,,,,,
"CZK 19,900","CZK 5,000",726434,2 bedroom,7/19/2022,61 m²,Partly,4,,201.58,1053.15,693.11,1257.44,290.29,956.58,761.47,1370.07,215.61,162.54,Prague - Střešovice,50.09338,14.36867,,,"CZK 39,800",Brick,Very good,G,,,,,1.0,,,1.0,,,,,
"CZK 23,000",CZK 800,725803,3+1,7/14/2022,105 m²,Unfurnished,4,1.0,174.31,478.5,120.42,94.53,46.33,21.42,249.47,441.3,567.11,636.54,Prague - Vinohrady,50.07382,14.43183,,,"CZK 46,000",Brick,Very good,C,,Complete,,Standard,,,,,,,,,
"CZK 15,600","CZK 3,500",726348,2+kk,7/24/2022,50 m²,Fully furnished,2,1.0,172.0,254.87,150.2,650.26,97.71,406.53,264.45,243.54,613.02,373.28,Prague - Vinohrady,50.07453,14.44479,,,"CZK 19,000",Brick,Very good,G,,,Electric boiler,Standard,1.0,,,,,,,,
"CZK 19,000","CZK 4,000",620132,2+kk,8/1/2022,67 m²,,2,,223.78,311.91,33.03,496.77,42.87,123.69,112.96,121.68,557.72,222.65,"Křižíkova, Prague - Karlín",50.091526,14.445837,1.0,,"CZK 20,000",Brick,Very good,C,Personal,,,,,,,,,,,,
"CZK 14,000","CZK 3,330",594523,1 bedroom,7/20/2022,43 m²,Partly,2,1.0,79.13,566.23,159.14,443.7,244.41,585.8,267.4,220.07,769.82,210.87,"28. Pluku, Prague - Vršovice",50.071726,14.46984,,,"CZK 14,000",Brick,Good,F,Personal,Interior,Distance,,,,,,,,,,
"CZK 16,000","CZK 6,000",724498,2+kk,7/2/2022,43 m²,Fully furnished,1,1.0,332.2,1373.23,149.76,1714.34,583.84,525.05,243.66,839.9,1759.19,192.97,Prague - Chodov,50.02252,14.51303,,,"CZK 32,000",Prefab concrete,Very good,B,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000",726100,3+kk,8/21/2022,55 m²,Fully furnished,2,,285.3,527.21,150.71,437.69,231.4,257.81,259.66,346.37,1019.43,228.25,Prague - Střížkov,50.1262,14.4956,,,"CZK 30,000",Brick,Good,A,,,,,,,,,,,,,
"CZK 12,500","CZK 3,000",633374,Small studio,8/15/2022,24 m²,Partly,1,1.0,255.14,469.14,256.58,281.03,241.04,441.16,162.89,270.73,894.98,198.02,"Kyselova, Prague - Kobylisy",50.126922,14.464589,,,"CZK 15,000",Prefab concrete,Very good,D,Personal,,,,,,,,,,,,
"CZK 17,000","CZK 8,000",726325,3+kk,7/18/2022,66 m²,Partly,1,,575.02,1387.51,716.85,1400.75,1023.1,969.64,1098.69,1468.75,775.52,739.86,Prague - Záběhlice,50.06048,14.48865,,1.0,"CZK 34,000",Brick,Very good,C,,,,,1.0,,,,,,,,
