Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,Building type,Age,Designe,Floor space,Fully furnished,Condition,Ownership,EPC,Heating,Balcony,Sklep 5 m²,Lift,New-build,Lodžie 4 m²,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Balkón 3 m²,Sklep 4 m²,Parking,Garage,Reconstruction,Sklep 6 m²,Lodžie 3 m²,Balkón 2.6 m²,Sklep 2 m²,Sklep 3 m²,Balkón 5 m²,Cellar,Sklep 58 m²,Balkón 6 m²,Balkón 6.4 m²,Sklep 1.3 m²,Domácí mazlíčci vítáni,Balkón 2.5 m²,Sklep 7 m²,Terasa 5 m²,Terrace,Terasa 14 m²,Lodžie 8 m²,Terasa 8 m²,Lodžie 6 m²,Terasa 4 m²,Terasa 9 m²,Balkón 4 m²,Balkón 12 m²,Lodžie 12 m²,Balkón 2 m²,Lodžie 6.1 m²,Terasa 12 m²,Sklep 17 m²,Balkón 40 m²,Terasa 50 m²,Terasa 10 m²,Sklep 1.2 m²,Balkón 8 m²,Sklep 8.1 m²,Terasa 40 m²,Lodžie 10 m²,Sklep 1 m²,Lodžie 7 m²,Terasa 32 m²,Terasa 70 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 20 m²,Lodžie 5 m²,Balkón 7 m²,Terasa 25 m²,Balkón 10 m²,Balkón 50 m²,Lodžie 50 m²,Terasa 24 m²,Balkón 5.7 m²,Sklep 12 m²,Lodžie 3.2 m²,Sklep 8 m²,Sklep 15 m²,Balkón 18 m²,Administrative fee,Lodžie 5.1 m²,Terasa 21 m²,Balkón 28 m²,Balkón 1.5 m²,Terasa 11 m²,Sklep 10 m²,Terasa 6 m²,Terasa 17 m²,Balkón 14 m²,Balkón 1 m²,Sklep 2.4 m²,Enclosed balcony,Terasa 200 m²,Terasa 78 m²,Lodžie 9 m²,Lodžie 1 m²,Balkón 9 m²,Balkón 15 m²,Lodžie 14.6 m²,Terasa 1 m²,Terasa 37 m²,Terasa 13 m²,Balkón 8.73 m²,Terasa 2.67 m²,Sklep 28 m²,Lodžie 15 m²,Terasa 18 m²,Terasa 350 m²,Balkón 11 m²,Terasa 15 m²,Balkón 2.29 m²,Terasa 16.1 m²,Sklep 3.1 m²,Balkón 13 m²,Balkón 33 m²,Terasa 29 m²,Terasa 100 m²,Terasa 30 m²,Terasa 7 m²,Terasa 83 m²,Sklep 6.4 m²,Balkón 96 m²,Terasa 27.6 m²,Lodžie 2.7 m²,Lodžie 13 m²,Terasa 19 m²,Sklep 20 m²,Terasa 14.1 m²,Balkón 70 m²,Terasa 3 m²,Plot space
"CZK 18,000","CZK 3,000","CZK 18,000",744895,2+kk,11/14/2022,2,Brick,,,65 m²,Partly,Very good,,G,,,,,,,270.35,1161.75,1023.82,1007.47,362.27,1074.42,985.51,1424.06,1107.39,416.45,"Hošťálkova, Prague - Břevnov",50.08034,14.35592,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 3,500","CZK 30,000",519525,Studio,12/1/2022,3,Other,Up to 10 years,Standard,38 m²,Fully furnished,New-build,Personal,,Electric boiler,,,1.0,1.0,,350.16,868.17,324.57,1108.3,489.65,280.86,324.49,608.38,1198.22,332.0,Prague - Hrdlořezy,50.0931777,14.5026757,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,500","CZK 29,000",747004,2+kk,11/1/2022,2,Brick,,,57 m²,Partly,New-build,,G,,,,1.0,1.0,1.0,92.26,1354.33,649.87,1417.04,388.43,498.04,635.47,606,383.06,493.76,"K Vystrkovu, Prague - Modřany",50.0002,14.40657,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 3,000","CZK 16,000",726701,Small studio,7/20/2022,2,Brick,,,30 m²,Partly,Very good,,G,,,,,,,252.15,174.67,201.91,195.35,157.71,187.08,81.76,421.52,87.59,299.91,Prague - Strašnice,50.07473,14.49243,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,900","CZK 5,600","CZK 21,500",603217,2+kk,11/1/2022,1,Brick,,,57 m²,,Very good,Personal,F,,,,,,,217.14,652.53,244.4,248.46,173.82,388.66,581.94,606.06,551.52,216.94,"Žerotínova, Prague - Žižkov",50.088101,14.464399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 24,000",619918,1 bedroom,11/1/2022,1,Brick,,,41 m²,Partly,Very good,Personal,D,,,,1.0,,,207.69,482.27,84.36,438.85,95.84,148.6,275.64,425.8,739.88,517.15,Prague - Nové Město,50.07184,14.429817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 4,000","CZK 34,000",658066,2 bedroom,12/1/2022,1,Prefab concrete,,,76 m²,Partly,Very good,Cooperative,E,Central,,,1.0,,,269.88,1471.05,897.98,1143.3,496.44,1036.07,492.6,1028.76,732.43,648.04,"U Poštovky, Prague - Košíře",50.06962,14.35619,,,,,Complete,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,500",CZK 700,"CZK 49,000",746983,3+1,12/15/2022,2,Brick,,,102 m²,Unfurnished,Good,,G,,,,,,,361.93,937.03,231.62,342.89,114.06,561.21,712.24,627.44,809.56,601.3,"Příběnická, Prague - Žižkov",50.08624,14.43974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 5,500","CZK 52,000",746970,4+1,11/14/2022,3,Brick,,,97 m²,Partly,New-build,,B,,,,1.0,1.0,,83.92,358.73,1005.96,918.1,493.6,455.32,746.86,1231.93,563.17,181.89,"Nepomuckých, Prague - Letňany",50.13789,14.51806,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 5,500","CZK 43,997",745280,3+kk,11/1/2022,4,Prefab concrete,,,79 m²,Fully furnished,Very good,,G,,,,1.0,,,164.95,771.46,155.86,694.52,109.71,721.7,540.97,344.59,461.78,313.45,"Makovského, Prague - Řepy",50.06486,14.30008,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 5,500","CZK 35,000",745345,2+kk,11/1/2022,3,Brick,10 to 30 years,Standard,53 m²,Fully furnished,Very good,Personal,G,Central,,,1.0,,,369.73,1039.62,299.43,624.89,210.14,785.28,431.25,403.99,240.55,449.55,"Kovanecká, Prague - Libeň",50.10861,14.48573,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,400","CZK 40,000",745265,Studio,10/15/2022,2,Brick,Up to 10 years,Standard,60 m²,Unfurnished,Very good,Personal,E,,,,,,,59.32,832.43,69.96,317.32,265.02,136.84,236.58,732.5,113.02,308.94,Prague - Libeň,50.10804,14.47238,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 6,000","CZK 50,000",745308,3+kk,10/16/2022,4,Brick,,Luxurious,83 m²,Unfurnished,New-build,Personal,B,Central,,,1.0,1.0,,201.7,1308.66,142.89,1129.36,468.82,688.29,322.41,221.9,1021.18,245.67,"Štěchovická, Prague - Strašnice",50.07153,14.50459,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 4,200","CZK 19,000",746951,Studio,11/1/2022,1,Brick,,,23 m²,Unfurnished,Very good,,G,,,,,,,278.28,479.79,155.84,307.17,15.16,321.44,279.09,330.24,324.6,303.84,"Letohradská, Prague - Holešovice",50.09845,14.42716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,500","CZK 6,380","CZK 30,000",746947,2 bedroom,11/1/2022,4,Brick,,,75 m²,Partly,Good,Personal,G,,,,,,,278.28,479.79,155.84,307.17,15.16,321.44,279.09,330.24,324.6,303.84,"Letohradská, Prague - Holešovice",50.09845,14.42716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,500","CZK 21,500",553756,2+kk,11/1/2022,5,Prefab concrete,,,43 m²,Fully furnished,,Personal,C,,,,,,,204.67,314.3,130.29,372.76,96.98,447.81,372.6,267.73,444.24,117.36,"Plickova, Prague - Háje",50.0333093,14.5334493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 29,000","CZK 5,700","CZK 37,200",746922,3+kk,10/31/2022,4,Brick,,,83 m²,Unfurnished,Very good,,E,,,,1.0,,,134.03,334.36,76.67,636.1,181.72,736.43,219.44,263.82,998.67,413.61,Prague - Košíře,50.06987,14.37994,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 3,100","CZK 14,000",171814,1 bedroom,11/1/2022,2,Brick,,,41 m²,Partly,,Personal,,Electric boiler,,,,,,187.11,169.07,114.85,402.33,80.7,90.16,117.4,266.13,506.88,126.51,"Osadní, Prague - Holešovice",50.1012226,14.4466875,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 6,800","CZK 27,000",516612,2+kk,11/1/2022,1,Brick,,,40 m²,Fully furnished,,Personal,C,,,,,,,187.41,1376.99,1113.46,2975.01,926.14,1002.09,1542.18,3198.29,1476.54,465.11,"Listopadová, Prague - Dolní Počernice",50.0813805,14.568253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,500","CZK 3,500","CZK 18,500",725314,Studio,7/25/2022,2,Brick,,,47 m²,Fully furnished,New-build,,A,,,,1.0,,,42.39,972.28,493.9,779.33,473.81,570.56,101.85,1243.61,701.11,348.0,Prague - Holešovice,50.11053,14.45074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,990","CZK 1,822","CZK 21,812",746893,2+kk,10/31/2022,2,Brick,,,67 m²,Fully furnished,Very good,Personal,G,,1.0,,1.0,,,240.12,565.72,220.31,284.37,243.47,273.33,882.83,696.25,334.32,273.5,"Na břehu, Prague - Vysočany",50.11024638888,14.49661555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 21,812",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 3,000","CZK 21,000",669194,2+kk,11/1/2022,1,Brick,,Standard,39 m²,Fully furnished,Very good,Personal,G,,,,,,,53.14,490.64,50.42,757.58,99.73,674.08,103.37,181.83,999.37,331.62,Prague - Košíře,50.0703847,14.3804533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,990",CZK 738,"CZK 14,728",746862,2+kk,10/30/2022,4,Brick,,,45 m²,Partly,Very good,Personal,E,,,,,,,387.18,395.42,257.38,327.87,381.08,477.31,241.27,322.67,386.29,345.67,"Boleslavova, Prague - Nusle",50.06360833333,14.43567833333,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CZK 14,728",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,600","CZK 2,450",CZK 1,608060,Studio,12/1/2022,6,Brick,,,43 m²,,New-build,Personal,B,,,,1.0,1.0,,89.31,505.89,306.33,293.11,254.61,424.48,246.7,541.34,681.4,176.73,"Československého exilu, Prague - Modřany",50.008761,14.415273,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,266","CZK 20,000",582156,2+kk,10/17/2022,1,Brick,Over 50 years,Standard,35 m²,Fully furnished,Very good,Personal,D,Gas boiler,,,,,,184.42,280.33,118.49,463.89,121.58,328.88,159.43,210.79,835.26,648.06,"Varšavská, Prague - Vinohrady",50.073469,14.438616,,,,,Interior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,000","CZK 7,900","CZK 22,000",629329,2+kk,11/1/2022,2,Brick,,,62 m²,,Very good,Personal,B,,,1.0,1.0,1.0,,163.13,718.6,183.86,204.76,153.56,496.97,771.71,878.75,478.73,244.81,"Kališnická, Prague - Žižkov",50.089741,14.462408,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 4,800","CZK 30,000",420205,2 bedroom,11/1/2022,3,Brick,,,68 m²,Fully furnished,Very good,Personal,C,,,,,,,137.96,604.73,117.7,134.06,16.12,232.76,179.31,561.48,551.79,498.51,"Navrátilova, Prague - Nové Město",50.0786422,14.4230852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,200","CZK 4,800","CZK 26,000",657252,2+kk,11/1/2022,4,Brick,,,50 m²,Fully furnished,Very good,Cooperative,G,,,,1.0,,,133.15,481.82,43.42,82.77,46.47,54.1,409.65,568.09,3.58,537.27,"Křižíkova, Prague - Karlín",50.09258,14.45368,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,500","CZK 3,500","CZK 15,000",746821,1 bedroom,11/1/2022,1,Brick,,,40 m²,Fully furnished,Very good,,G,,,,,,,211.98,904.35,517.72,607.83,309.37,590.15,205.35,354.45,856.68,392.14,"Plojharova, Prague - Břevnov",50.08525,14.34071,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 7,500","CZK 2,943",CZK 0,746820,3+1,12/1/2022,2,Brick,,,120 m²,Partly,Good,,G,,,,,,,25.93,360.7,46.42,232.32,33.36,105.06,92.01,74.31,586.34,180.97,"Korunní, Prague - Vinohrady",50.07554,14.45409,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 3,600","CZK 21,600",746813,2+kk,11/7/2022,-1,Brick,,,53 m²,Unfurnished,New-build,,G,,,,,,,206.94,2649.13,361.37,2321.37,427.18,180.14,1285.21,1635.43,1068.71,370.63,"V Úvalu, Prague - Motol",50.07128,14.34237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 5,500","CZK 40,000",741020,3+kk,11/7/2022,11,Prefab concrete,,,79 m²,Fully furnished,Very good,,B,Central,,,1.0,,,54.97,451.33,198.06,374.39,84.03,401.57,422.66,227.9,685.27,218.91,Prague - Řepy,50.0654,14.30412,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,500","CZK 20,000",746809,2+kk,12/1/2022,3,Prefab concrete,,,54 m²,Fully furnished,Very good,,B,,,,1.0,,,99.36,1640.29,405.59,1501.44,102.98,824.47,929.13,1322.85,904.93,725.99,"Višňová, Prague - Krč",50.03177,14.44756,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 2,458","CZK 20,000",652949,2+kk,11/1/2022,3,Prefab concrete,10 to 30 years,Standard,45 m²,Fully furnished,Very good,Cooperative,B,Central,,,1.0,,,178.81,464.01,193.94,813.21,103.8,774.54,156.97,202.9,813.18,576.81,"Ohradní, Prague - Michle",50.05227,14.451992,,,1.0,,Complete,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 34,000","CZK 5,000","CZK 50,000",746600,4+kk,10/19/2022,2,Prefab concrete,,,100 m²,Partly,Very good,,G,,,,,,,275.89,1282.8,590.99,856.41,340.16,1093.65,1324.24,713.05,979.29,383.88,Prague - Krč,50.03784,14.43102,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 6,500","CZK 36,000",746479,3+kk,12/1/2022,4,Brick,,,73 m²,Partly,Very good,,E,,,,,,,256.25,302.28,132.74,231.78,152.21,43.09,312.87,682.56,172.26,459.44,"Malířská, Prague - Bubeneč",50.10119,14.42554,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 11,300","CZK 4,500","CZK 15,800",510540,2+kk,10/20/2022,8,Prefab concrete,,,36 m²,Fully furnished,,Personal,,,,,,,,276.91,570.87,261.21,576.51,480.32,251.65,399.4,198.94,1174.18,166.0,"Běhounkova, Prague - Stodůlky",50.0539099,14.3425225,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",743306,Small studio,10/1/2022,5,Brick,,,25 m²,Partly,Very good,,G,,,,1.0,,,111.04,459.71,21.31,60.66,24.36,76.21,431.77,545.98,0.31,550.11,Prague - Karlín,50.09251,14.45339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 28,000","CZK 5,000","CZK 33,000",746764,3+kk,12/1/2022,2,Brick,,,70 m²,Fully furnished,Very good,,A,,,,1.0,,,165.66,665.46,303.91,741.3,4.41,348.57,226.69,217.96,676.45,216.12,Prague - Karlín,50.08938,14.44505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,000","CZK 20,000",745255,1 bedroom,10/15/2022,2,Prefab concrete,,,45 m²,Partly,Good,,B,,,,,,,136.44,1065.98,296.3,310.66,289.99,303.57,603.89,77.7,559.57,42.09,"Kettnerova, Prague - Stodůlky",50.04719,14.32164,,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 2,500","CZK 15,000",127221,Small studio,10/20/2022,2,Brick,,,28 m²,Partly,,Personal,,,,,1.0,,,305.29,465.59,70.26,318.95,193.37,417.68,166.25,425.78,753.15,101.85,"Jagellonská, Prague - Žižkov",50.08,14.45573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 7,500","CZK 30,000",746740,4+1,11/1/2022,1,Prefab concrete,,,75 m²,Partly,Very good,,C,,,,1.0,,,369.67,172.71,197.4,262.15,272.43,589.16,362.04,156.57,1299.88,153.36,"Mimoňská, Prague - Prosek",50.12399,14.49938,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 40,000",745240,3+1,11/1/2022,1,Brick,,,70 m²,Unfurnished,Good,,G,,,,1.0,,,149.83,844.68,139.84,622.57,176.91,228.25,446.42,786.81,356.08,259.58,"Na Hroudě, Prague - Strašnice",50.0707,14.4871,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 5,000","CZK 30,000",744613,2+kk,11/1/2022,3,Brick,,,45 m²,Fully furnished,Very good,,C,,,,,,,426.62,893.56,186.34,488.2,428.94,967.96,324.34,238.03,901.79,323.74,"Družnosti, Prague - Nusle",50.05583,14.4469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 48,000","CZK 3,500","CZK 48,000",522827,4+1,,4,Brick,Over 50 years,Luxurious,102 m²,Fully furnished,,Personal,,Electric boiler,,,,,,164.33,274.68,47.39,177.79,18.0,284.15,112.16,465.63,548.72,579.31,Prague - Malá Strana,50.0870672,14.4033291,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 5,000","CZK 20,000",627305,2+kk,11/1/2022,2,Prefab concrete,,Standard,45 m²,Partly,Very good,Other,B,Distance,,,,,,151.1,271.72,850.99,5144.62,273.84,832.78,729.99,457.14,429.6,75.42,"Čeperská, Prague - Vinoř",50.141882,14.576502,,,,,Complete,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,500","CZK 20,000",746715,3+1,10/20/2022,1,Prefab concrete,,,69 m²,Fully furnished,Very good,,G,,,,1.0,,1.0,331.26,776.51,182.53,1766.9,652.48,931.42,628.32,727.89,675.4,120.64,"Na Hranicích, Prague - Čimice",50.13488,14.43347,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
