Price,Fees,Refundable security deposit,Listing ID,Layout,Avaliable from,Floor,EPC,Floor space,Fully furnished,Condition,Building type,public_transport,post,shop,bank,restaurant,pharmacy,school,kindergarten,sports_field,playground,District,Latitude,Longitude,Ownership,Heating,Age,New-build,Parking,Cellar,Lift,Designe,Reconstruction,Balkón 4 m²,Garage,Sklep 2 m²,Balkón 5 m²,Lodžie 4 m²,Lodžie 3 m²,Sklep 5 m²,Balkón 6 m²,Balkón 4.21 m²,Sklep 3 m²,Sklep 1 m²,Domácí mazlíčci vítáni,Lodžie 6 m²,Balkón 2 m²,Balkón 1 m²,Balkón 10 m²,Balcony,Terrace,Terasa 5 m²,Sklep 36 m²,Sklep 7 m²,Terasa 20 m²,Terasa 8 m²,Terasa 25 m²,Balkón 7 m²,Sklep 4 m²,Balkón 40 m²,Terasa 50 m²,Sklep 6.1 m²,Lodžie 7 m²,Terasa 40 m²,Terasa 12 m²,Terasa 15 m²,Administrative fee,Enclosed balcony,Terasa 36 m²,Balkón 11 m²,Terasa 14 m²,Sklep 6 m²,Balkón 3 m²,Terasa 100 m²,Balkón 0 m²,Sklep 10 m²,Lodžie 10 m²,Terasa 60 m²,Terasa 7 m²,Balkón 72 m²,Balkón 8 m²,Sklep 1.5 m²,Lodžie 10.8 m²,Sklep 3.6 m²,Balkón 14 m²,Terasa 49 m²,Terasa 28 m²,Balkón 3.7 m²,Terasa 16 m²,Lodžie 16 m²,Terasa 37 m²,Lodžie 5 m²,Lodžie 9 m²,Balkón 9 m²,Balkón 18 m²,Lodžie 18 m²,Terasa 18 m²,Terasa 22 m²,Terasa 6 m²,Sklep 8 m²,Terasa 29 m²,Terasa 3.1 m²,Terasa 35 m²,Balkón 1.5 m²,Sklep 2.8 m²,Balkón 90 m²,Sklep 2.5 m²,Lodžie 8.2 m²,Terasa 11 m²,Terasa 34 m²,Lodžie 8 m²,Balkón 50 m²,Lodžie 12 m²,Sklep 20 m²,Lodžie 2 m²,Terasa 21 m²,Terasa 9 m²,Balkón 13 m²,Balkón 15 m²,Sklep 2.9 m²,Balkón 2.3 m²,Balkón 60 m²,Sklep 10.1 m²,Plot type,Sklep 12 m²,Balkón 12 m²,Terasa 30 m²,Balkón 20 m²,Terasa 80 m²,Terasa 66 m²,Sklep 9 m²,Terasa 13 m²,Terasa 3 m²,Lodžie 4.5 m²,Balkón 16 m²,Plot space,Terasa 10 m²,Balkón 3.5 m²,Terasa 9.8 m²,Terasa 78 m²,Terasa 2 m²,Lodžie 15 m²,Lodžie 7.1 m²,Lodžie 20 m²,Balkón 29 m²,Terasa 70 m²,Terasa 300 m²,Balkón 2.6 m²,Lodžie 6.1 m²,Terasa 32 m²,Balkón 6.1 m²,Sklep 4.1 m²,Terasa 10.1 m²,Terasa 200 m²,Sklep 6.4 m²
"CZK 31,200","CZK 2,800","CZK 68,000",116525,4+kk,11/30/2022,2,,112 m²,Fully furnished,Very good,Brick,278.06,941.05,404.78,512.86,374.77,794.27,1131.97,713.14,1034.13,601.89,"na staré cestě, Prague - Krč",50.0375349,14.4403284,Personal,,10 to 30 years,,1.0,,,Luxurious,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,000","CZK 5,000","CZK 30,000",748930,1 bedroom,11/7/2022,1,C,45 m²,Partly,Good,Low-energy,76.87,1503.65,143.89,2095.32,41.77,1615.05,179.87,1092.78,785.27,773.1,Prague - Ruzyně,50.08342,14.3188,Personal,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,500","CZK 38,000",456763,2+kk,12/1/2022,2,,42 m²,Unfurnished,,Brick,183.89,750.82,163.64,130.25,29.97,278.7,133.23,515.4,503.77,452.43,"Navrátilova, Prague - Nové Město",50.0786,14.4237301,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000",CZK 1,"CZK 43,000",735551,3+kk,10/1/2022,3,G,83 m²,Unfurnished,Very good,Brick,149.2,1278.61,579.68,1498.92,671.57,884.65,577.38,531.29,725.03,679.79,Prague - Smíchov,50.05493,14.40442,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 6,000","CZK 23,000",751149,3+1,11/15/2022,2,G,96 m²,Partly,Good,Brick,218.59,1129.81,100.55,905.19,425.43,641.59,651.76,335.2,1223.84,554.24,Prague - Smíchov,50.07464,14.39318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,860","CZK 25,000",752236,2+kk,2/1/2023,2,G,54 m²,Partly,Very good,Brick,248.72,218.0,127.73,200.15,177.44,238.79,413.51,517.94,565.93,454.35,"Čajkovského, Prague - Žižkov",50.0831,14.45204,,,,,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 5,000","CZK 40,000",737556,2+kk,9/12/2022,4,G,56 m²,Fully furnished,New-build,Brick,159.19,701.35,186,393.34,186.98,214.61,352.62,518.89,577.8,707.14,Prague - Břevnov,50.08317,14.37215,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,000","CZK 4,500","CZK 17,000",611758,Studio,11/23/2022,3,C,30 m²,Partly,Very good,Brick,41.05,1327.75,100.12,713.14,91.08,145.69,550.64,190.9,306.11,435.09,"Podbabská, Prague - Bubeneč",50.111219,14.394438,Personal,Central,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,500","CZK 1,450","CZK 30,000",695264,Studio,12/1/2022,2,E,38 m²,Fully furnished,Very good,Brick,101.38,232.38,146.95,464.33,65.47,297.98,300.55,329.79,303.05,310.31,"Roháčova, Prague - Žižkov",50.08674,14.45335,Personal,Electric boiler,,,1.0,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,000","CZK 1,000","CZK 30,000",745329,2+kk,1/1/2023,4,G,60 m²,Fully furnished,New-build,Brick,300.14,1201.91,591.38,3828.51,281.01,568.09,925.6,3251.16,1095.18,342.52,"Honzíkova, Prague - Dolní Měcholupy",50.06742,14.55304,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 17,900","CZK 3,700","CZK 40,000",206206,2+kk,12/10/2022,2,B,57 m²,Fully furnished,New-build,Brick,432.16,1067.28,404,754.92,477.78,482.09,482.22,661.17,363.49,311.58,"Pivovarnická, Prague - Libeň",50.10973,14.47768,Personal,,Up to 10 years,1.0,1.0,,1.0,Luxurious,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 4,000","CZK 40,000",682884,2+kk,1/1/2023,1,G,67 m²,Unfurnished,Very good,Brick,304.22,307.1,190.87,482.9,214.4,627.63,392.99,190.24,150.2,108.64,Prague - Libeň,50.10226,14.47875,Personal,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,000","CZK 2,700","CZK 10,000",629015,Small studio,11/17/2022,1,B,27 m²,Fully furnished,Very good,Brick,204.97,1676.55,640.13,183.66,652.48,678.83,599.57,818.71,183.66,727.66,Prague - Vokovice,50.095677,14.340873,Personal,Central,,,,,,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 6,500","CZK 29,000",749513,2 bedroom,12/1/2022,3,B,60 m²,Partly,Very good,Brick,97.14,1352.54,695.22,648.92,646.72,1838.55,944.55,619.48,313.37,312.03,Prague - Záběhlice,50.04193,14.47247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,000","CZK 6,433","CZK 49,000",698164,2+kk,10/1/2022,,,60 m²,Fully furnished,Very good,Other,249.82,198.79,33.25,163.94,38.63,324.24,276.12,258.46,248.77,264.34,Prague - Staré Město,50.0882848,14.4258186,Personal,Electric boiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,300","CZK 5,700","CZK 30,000",749054,Studio,12/2/2022,3,C,32 m²,Fully furnished,Very good,Brick,152.93,806.07,163.65,319.49,65.27,93.5,536.3,915.84,488.21,814.71,"Šimáčkova, Prague - Holešovice",50.10308,14.43375,,Electric boiler,Up to 10 years,,1.0,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,500",CZK 0,"CZK 8,500",752206,4+1,11/20/2022,4,G,150 m²,Unfurnished,Good,Brick,256.86,978.47,275.8,331.27,184.32,258.19,300.63,254.27,430.15,299.66,"Jeseniova, Prague - Žižkov",50.08934,14.47485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,000","CZK 4,000","CZK 40,000",752203,3+kk,11/20/2022,9,G,63 m²,Fully furnished,Good,Prefab concrete,167.34,761.01,216.19,731.34,500.48,642.3,256.3,524.07,310.73,82.58,"Zlešická, Prague - Chodov",50.02258,14.49512,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 4,000","CZK 17,000",333831,2+kk,11/20/2022,5,,43 m²,Fully furnished,Very good,Prefab concrete,70.72,367.32,347.99,396.67,409.27,509.16,98.92,158.67,1270.79,115.87,"Novoborská, Prague - Prosek",50.1258886,14.4989753,Personal,,,,1.0,,1.0,Standard,Bathroom unit,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,534","CZK 2,500","CZK 26,000",748056,2+kk,11/20/2022,,B,45 m²,Fully furnished,Good,Brick,212.55,1152.98,202.35,973.47,244.52,162.51,552.13,305.34,1319.06,81.48,Prague - Smíchov,50.07264,14.3888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 5,000","CZK 50,000",752201,2+kk,11/20/2022,3,C,68 m²,Fully furnished,Very good,Brick,249.66,693.57,692.2,1211.41,225.0,494.83,319.69,416.46,396.46,249.66,Prague - Hloubětín,50.10433,14.55168,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,500",CZK 0,"CZK 30,000",284867,1 bedroom,11/19/2022,1,,40 m²,Partly,,Brick,37.22,714.48,249.12,1070.44,77.89,601.68,465.26,407.03,365.4,343.48,"Na Václavce, Prague - Smíchov",50.0649884,14.39328,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 26,000","CZK 4,249","CZK 35,000",752197,2+kk,1/1/2023,2,B,60 m²,Unfurnished,New-build,Low-energy,225.18,1246.15,523.1,1131.5,648.15,883.22,1076.79,724.74,631.69,303.0,"Zvěřinova, Prague - Strašnice",50.08494,14.48471,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 31,625","CZK 5,600","CZK 63,250",688096,2+kk,10/15/2022,1,G,50 m²,Fully furnished,Very good,Brick,282.53,471.09,253.69,175.41,29.12,259.96,353.34,531.47,169.48,322.7,"Čelakovského sady, Prague - Nové Město",50.07758,14.42989,Personal,Electric boiler,Up to 10 years,,,,1.0,Luxurious,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 6,000","CZK 40,000",749288,2+kk,11/6/2022,3,G,38 m²,Partly,New-build,Brick,46.5,261.24,40.46,663.95,44.21,564.49,232.18,219.58,516.98,329.79,"Francouzská, Prague - Vinohrady",50.07291,14.44179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000",CZK 600,"CZK 18,000",301921,1 bedroom,11/14/2022,1,G,41 m²,Partly,Very good,Brick,316.84,352.65,93.9,661.25,81.68,511.18,79.55,104.75,828.95,584.37,"Jana Masaryka, Prague - Vinohrady",50.0714204,14.4383192,Personal,,Over 50 years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 15,500","CZK 3,000","CZK 27,000",575806,1 bedroom,1/1/2023,1,G,48 m²,Partly,Very good,Brick,198.92,614.2,206.07,241.82,135.49,429.84,543.61,647.24,592.69,178.6,"Domažlická, Prague - Žižkov",50.0881533,14.4637957,Cooperative,Other,,,,,1.0,,Complete,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,500","CZK 2,000","CZK 30,000",644578,2 bedroom,12/1/2022,1,G,69 m²,Partly,Very good,Brick,408.87,1395.82,308.27,1189.86,331.62,469.8,619.11,645.17,2399.71,341.67,"Zbýšovská, Prague - Újezd nad Lesy",50.071787,14.674879,Personal,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 27,000","CZK 5,000","CZK 30,000",517931,2+kk,12/1/2022,2,,55 m²,Fully furnished,,Brick,98.22,363.84,107.93,28.37,19.06,161.02,454.52,509.1,250.77,629.5,Prague - Karlín,50.0914053,14.4388752,Cooperative,Electric boiler,Up to 10 years,,,,,Luxurious,Interior,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 30,000","CZK 1,400","CZK 30,000",751020,3+1,1/1/2023,5,G,95 m²,Fully furnished,Good,Brick,83.09,656.57,68.92,675.09,133.2,641.46,501.68,569.42,382.05,406.68,Prague - Vinohrady,50.06829,14.4342,,,Over 50 years,,,,1.0,Standard,Complete,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 25,000","CZK 1,500","CZK 27,000",748787,2 bedroom,12/1/2022,4,G,70 m²,Fully furnished,Very good,Brick,242.63,1276.2,183.82,1096.9,522.14,701.63,373.62,189.44,987.36,135.53,"Sečská, Prague - Strašnice",50.07141,14.50352,Personal,Other,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,500","CZK 5,500","CZK 39,000",750994,2+kk,1/2/2023,5,B,51 m²,Partly,New-build,Low-energy,189.69,1277.15,50.13,1215.52,143.27,503.78,134.7,298.84,305.51,246.81,"Střížkovská, Prague - Střížkov",50.12408,14.48391,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 16,000","CZK 4,000","CZK 30,000",489991,Studio,2/1/2023,4,,46 m²,Partly,New-build,Brick,98.47,1132.93,156.85,973.28,91.23,149.01,142.46,236.35,755.29,106.65,"Komořanská, Prague - Modřany",50.0040766,14.405199,Personal,Central,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 23,900","CZK 4,000","CZK 40,000",729925,3+kk,12/1/2022,3,C,77 m²,Partly,Very good,Brick,124.98,538.05,121.55,184.75,182.23,558.84,300.08,228.47,431.04,520.36,"Husinecká, Prague - Žižkov",50.085698,14.4449948,Personal,Gas boiler,Up to 10 years,,,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 21,900","CZK 5,200","CZK 45,000",750984,2+kk,1/1/2023,4,A,61 m²,Fully furnished,New-build,Prefab concrete,29.12,479.15,12.02,507.81,194.11,499.98,167.56,459.07,743.8,109.58,Prague - Stodůlky,50.04383,14.33673,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 19,000","CZK 4,000","CZK 35,000",752138,2+kk,12/15/2022,8,G,61 m²,Fully furnished,Very good,Brick,120.63,636.44,0,607.0,496.03,614.83,353.02,615.99,377.09,355.92,"Tlumačovská, Prague - Stodůlky",50.04017,14.33576,,Central,Up to 10 years,,1.0,,1.0,Standard,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 4,500","CZK 36,000",752132,2+kk,11/19/2022,8,G,50 m²,Fully furnished,Very good,Brick,154.7,458.05,161.29,756.28,378.63,126.26,294.32,738.25,300.61,100.34,"Jetelová, Prague - Záběhlice",50.05762,14.49675,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 18,000","CZK 2,500","CZK 18,000",750955,Studio,2/1/2023,3,B,39 m²,Partly,New-build,Other,309.7,982.13,517.03,742.57,338.99,785.18,687.87,323.42,471.2,301.54,"Olgy Havlové, Prague - Žižkov",50.08853,14.48154,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 24,000","CZK 2,500","CZK 72,000",750952,2+kk,11/14/2022,1,G,51 m²,Partly,Very good,Brick,122.42,317.73,153.45,300.48,51.29,257.8,149.09,139.88,385.59,666.67,"Italská, Prague - Vinohrady",50.07894,14.43681,Personal,,Over 50 years,,,,,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 8,000","CZK 4,000","CZK 9,000",661029,Small studio,5/3/2021,3,D,20 m²,Fully furnished,Very good,Other,145.71,232.54,165.62,167.34,301.43,310.99,241.66,363.24,523.55,380.64,"Vladivostocká, Prague - Vršovice",50.068585,14.4713735,,Distance,,,,,1.0,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 13,000","CZK 9,700","CZK 22,700",752119,Small studio,1/3/2023,1,G,24 m²,Fully furnished,Very good,Brick,141.98,483.91,63.09,271.81,81.57,225.56,422.47,270.4,551.65,298.78,"Nitranská, Prague - Vinohrady",50.07476,14.45065,,Other,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 14,000","CZK 2,900","CZK 20,000",752124,Studio,1/16/2023,6,G,35 m²,Fully furnished,Very good,Prefab concrete,231.71,863.48,214.97,786.54,227.69,545.46,183.42,325.33,1056.96,397.05,"Španielova, Prague - Řepy",50.07072,14.30566,,Central,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 12,500","CZK 7,500","CZK 15,000",656537,2+kk,2/17/2023,,G,54 m²,Fully furnished,Very good,Brick,376.44,954.92,35.88,468.05,259.52,959.73,387.92,304.09,965.37,303.6,"U Družstva Ideál, Prague - Nusle",50.05686,14.44613,Personal,Electric boiler,,,,,1.0,,Complete,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 22,500","CZK 4,600","CZK 20,000",750896,3+1,1/1/2023,10,D,75 m²,Fully furnished,Very good,Prefab concrete,136.33,940.02,346.11,1259.9,326.58,362.22,336.45,874.78,150.91,96.88,"Bramboříková, Prague - Záběhlice",50.05491,14.49274,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 20,000","CZK 6,000","CZK 40,000",716761,3+1,12/1/2022,7,C,75 m²,Fully furnished,Very good,Prefab concrete,69.61,506.32,83.14,1497.66,725.41,563.08,613.34,646.45,1092.89,385.31,"Cíglerova, Prague - Černý Most",50.1069,14.56511,Personal,Central,,,,,1.0,Standard,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CZK 10,800",CZK 800,"CZK 21,600",518146,Studio,5/1/2020,-1,,35 m²,Unfurnished,,Brick,136.52,161.2,174.39,571.31,228.96,210.25,838.28,528.14,827.24,593.25,Prague - Libeň,50.1193528,14.4614637,Personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
